x_atc,lat_ph,lon_ph,depth,depth_no_refraction,sd
9018483.0,80.6943496537707,-120.36064785704244,-0.37717667206544164,-0.5057076103003006,0.21032687897664462
9018485.5,80.69437147353902,-120.3606795975857,-0.36917572818770444,-0.49498017536536576,0.19449661429446713
9018488.0,80.69439329866933,-120.36071127647821,-0.379176908034876,-0.5083894690340345,0.20300513516754862
9018490.5,80.69441512379962,-120.36074295537074,-0.3891780878820476,-0.5217987627027032,0.21151365604063
9018493.0,80.69443694349438,-120.36077468707057,-0.3811771440043104,-0.5110713277677683,0.207235802019455
9018495.5,80.69445876318915,-120.36080641877042,-0.3731762001265732,-0.5003438928328334,0.20295794799827999
9018498.0,80.69448057267451,-120.36083821897785,-0.39434692893060996,-0.5287289957957961,0.21305605498774677
9018500.5,80.69450238215985,-120.36087001918528,-0.4155176577346468,-0.5571140987587588,0.22315416197721358
9018503.0,80.69453043893296,-120.3609107372121,-0.3915039638573471,-0.5249172301701703,0.2202996650078981
9018505.5,80.69455849570608,-120.36095145523892,-0.36749026998004747,-0.49272036158158183,0.21744516803858263
9018508.0,80.69457408911731,-120.36097399912666,-0.3640641156070811,-0.4881266725525526,0.22144491708534114
9018510.5,80.69458968252854,-120.36099654301438,-0.3606379612341146,-0.48353298352352336,0.22544466613209965
9018513.0,80.69461144701901,-120.36102863566137,-0.35102553773664635,-0.4706449231631633,0.22425690494365258
9018515.5,80.69463321150947,-120.36106072830836,-0.34141311423917803,-0.45775686280280325,0.22306914375520553
9018518.0,80.69465506997128,-120.36109197196708,-0.377971119754461,-0.5067727828628628,0.21661149775698807
9018520.5,80.6946769284331,-120.3611232156258,-0.414529125269744,-0.5557887029229223,0.21015385175877072
9018523.0,80.69469872520104,-120.36115494167782,-0.43538662718392085,-0.5837538403003002,0.20182507310606052
9018525.5,80.69472052196897,-120.36118666772984,-0.45624412909809764,-0.6117189776776781,0.19349629445335031
9018528.0,80.69474224546967,-120.36121898545292,-0.4882593098078092,-0.6546440091791794,0.21783235195714845
9018530.5,80.69476396897036,-120.36125130317602,-0.5202744905175207,-0.6975690406806807,0.24216840946094656
9018533.0,80.69478581913589,-120.3612824430154,-0.5714364988121309,-0.7661655867267267,0.23744400204403965
9018535.5,80.69480766930143,-120.36131358285478,-0.622598507106741,-0.8347621327727728,0.23271959462713265
9018538.0,80.69482947295607,-120.36134504982755,-0.6594351530788606,-0.8841516459259262,0.2212791297527767
9018540.5,80.69485127661072,-120.36137651680032,-0.6962717990509801,-0.9335411590790796,0.20983866487842076
9018543.0,80.69487306105478,-120.36140809054987,-0.7162557577594229,-0.9603350749049051,0.2155524276275985
9018545.5,80.69489484549882,-120.36143966429944,-0.7362397164678655,-0.9871289907307306,0.22126619037677625
9018548.0,80.69491662458965,-120.36147120486895,-0.722115716641669,-0.9681919388688689,0.22154439929212216
9018550.5,80.69493840368048,-120.36150274543846,-0.7079917168154726,-0.9492548870070072,0.22182260820746807
9018553.0,80.69496017606753,-120.36153425429255,-0.7040592637670572,-0.9439823673073073,0.21950121708947887
9018555.5,80.69498194845458,-120.36156576314664,-0.7001268107186418,-0.9387098476076075,0.2171798259714897
9018558.0,80.69500370534269,-120.3615973220761,-0.6863019819643053,-0.9201739156956958,0.21188679452766962
9018560.5,80.69502546223079,-120.36162888100554,-0.6724771532099686,-0.9016379837837842,0.20659376308384958
9018563.0,80.69504722587018,-120.36166027294323,-0.6826190614774228,-0.9152359620620625,0.2119133618674681
9018565.5,80.69506898950958,-120.36169166488092,-0.6927609697448771,-0.9288339403403407,0.21723296065108658
9018568.0,80.6950907135805,-120.36172331835634,-0.7008658924627698,-0.9397007871071072,0.21949115945422693
9018570.5,80.69511243765143,-120.36175497183176,-0.7089708151806624,-0.9505676338738738,0.22174935825736722
9018573.0,80.69513420159498,-120.36178617603764,-0.7295381208005809,-0.978143684424424,0.2107021671998504
9018575.5,80.69515596553855,-120.36181738024354,-0.7501054264204994,-1.0057197349749742,0.19965497614233368
9018578.0,80.69517768642027,-120.36184885552017,-0.7336515819245646,-0.9836588945345341,0.19978428592477732
9018580.5,80.69519940730197,-120.3618803307968,-0.7171977374286299,-0.961598054094094,0.19991359570722095
9018583.0,80.69522112485328,-120.36191172343214,-0.694573701246719,-0.9312643984884881,0.20546966769970973
9018585.5,80.69524284240458,-120.3619431160675,-0.6719496650648081,-0.9009307428828821,0.21102573969219848
9018588.0,80.69526457077416,-120.36197430087194,-0.6562700105200554,-0.8799079140140136,0.21050362368435807
9018590.5,80.69528629914372,-120.36200548567636,-0.6405903559753028,-0.858885085145145,0.2099815076765177
9018593.0,80.69530801314035,-120.36203668928292,-0.651661770214238,-0.8737293182382384,0.2073623089728544
9018595.5,80.69532972713698,-120.36206789288946,-0.6627331844531732,-0.8885735513313318,0.2047431102691911
9018598.0,80.69535141431724,-120.36209922285417,-0.6626487324954136,-0.8884603205805806,0.2073041182072812
9018600.5,80.69537310149751,-120.3621305528189,-0.6625642805376539,-0.8883470898298294,0.2098651261453713
9018603.0,80.69539478998827,-120.36216175839937,-0.652282616670151,-0.874561731271271,0.20863843247754202
9018605.5,80.69541647847903,-120.36219296397982,-0.6420009528026479,-0.8607763727127127,0.2074117388097127
9018608.0,80.69543813236264,-120.36222434427175,-0.661057829069782,-0.8863272831231233,0.21481690592472605
9018610.5,80.69545978624625,-120.36225572456368,-0.6801147053369162,-0.9118781935335338,0.22222207303973937
9018613.0,80.6954814825018,-120.36228663595328,-0.712745751960085,-0.9556289603003005,0.21634437470121753
9018615.5,80.69550317875736,-120.36231754734288,-0.7453767985832538,-0.9993797270670672,0.2104666763626957
9018618.0,80.69552489422554,-120.36234892605789,-0.7331401560995654,-0.9829731895295297,0.2194077488680772
9018620.5,80.69554660969371,-120.3623803047729,-0.7209035136158771,-0.9665666519919922,0.2283488213734588
9018623.0,80.69556822145563,-120.36241127032454,-0.7229973882316454,-0.9693740587237238,0.22423053240220375
9018625.5,80.69558983321757,-120.3624422358762,-0.7250912628474138,-0.9721814654554555,0.2201122434309487
9018628.0,80.69561451556285,-120.36247764367454,-0.7536425267742541,-1.0104621771771773,0.23150939098573267
9018630.5,80.69563919790815,-120.36251305147287,-0.7821937907010944,-1.0487428888988992,0.24290653854051655
9018633.0,80.69566076027655,-120.36254421643939,-0.7866332645565426,-1.054695207482483,0.24489091403984037
9018635.5,80.69568232264494,-120.3625753814059,-0.7910727384119909,-1.0606475260660666,0.24687528953916418
9018638.0,80.69570391002573,-120.36260625145803,-0.8565668659609673,-1.1484601645045047,0.220971441074057
9018640.5,80.69572549740651,-120.36263712151016,-0.9220609935099437,-1.2362728029429428,0.19506759260894982
9018643.0,80.6957470806137,-120.36266794417443,-0.9768742388685162,-1.3097648224024026,0.20081152034263275
9018645.5,80.69576866382089,-120.3626987668387,-1.0316874842270887,-1.3832568418618623,0.20655544807631573
9018648.0,80.69579026423747,-120.36272935863508,-1.0098389457350772,-1.3539629512062064,0.20384554030559945
9018650.5,80.69581186465408,-120.36275995043144,-0.9879904072430657,-1.3246690605505504,0.20113563253488312
9018653.0,80.69583340821595,-120.36279097310072,-0.9953121846844728,-1.3344858887037034,0.20266918827546357
9018655.5,80.69585495177783,-120.36282199576998,-1.0026339621258797,-1.3443027168568564,0.20420274401604402
9018658.0,80.69587651395291,-120.36285278059208,-0.9943882412155087,-1.3332470919319315,0.20263102509739478
9018660.5,80.69589807612799,-120.36288356541417,-0.9861425203051377,-1.3221914670070065,0.2010593061787455
9018663.0,80.69591961696652,-120.36291449623955,-0.9540314315739993,-1.2791378447947945,0.19956474731926788
9018665.5,80.69594115780505,-120.36294542706494,-0.921920342842861,-1.2360842225825825,0.19807018845979021
9018668.0,80.6959627115977,-120.36297619899517,-0.8373406583951538,-1.1226822195695694,0.20522500369207555
9018670.5,80.69598426539036,-120.3630069709254,-0.7527609739474467,-1.0092802165565562,0.2123798189243609
