x_atc,lat_ph,lon_ph,depth,depth_no_refraction,sd
9189400.5,82.1841754568411,12.497769866002846,-0.23742011811108132,-0.31832605105105305,0.17751000302630351
9189403.0,82.18419697523976,12.497726148444906,-0.22478742481508662,-0.3013885000000016,0.16756997040105165
9189405.5,82.1842184936384,12.497682430886966,-0.21215473151909195,-0.2844509489489502,0.15762993777579976
9189408.0,82.18423997286808,12.497638868771448,-0.23381077716936838,-0.3134867507507524,0.15064823947526862
9189410.5,82.18426145209777,12.49759530665593,-0.2554668228196448,-0.3425225525525546,0.14366654117473746
9189413.0,82.18428294302112,12.497551712235904,-0.2475221625679241,-0.3318705810810836,0.1492041595708862
9189415.5,82.18430443394448,12.497508117815876,-0.2395775023162034,-0.32121860960961257,0.15474177796703492
9189418.0,82.18433201498348,12.497452273753282,-0.24499380388135364,-0.3284806306306334,0.15697703658948003
9189420.5,82.18435959602249,12.497396429690689,-0.2504101054465039,-0.3357426516516542,0.15921229521192515
9189423.0,82.18437492748326,12.49736538409996,-0.27881030216655445,-0.37382081681681933,0.17532841833758095
9189425.5,82.18439025894403,12.49733433850923,-0.30721049888660507,-0.4118989819819845,0.19144454146323675
9189428.0,82.18441176305137,12.497290735881153,-0.3344895403049769,-0.44847393443443684,0.19065199201967956
9189430.5,82.18443326715872,12.497247133253076,-0.3617685817233487,-0.4850488868868892,0.18985944257612233
9189433.0,82.18446081031496,12.49719149892754,-0.3965347851929912,-0.5316624104104131,0.15963740331077544
9189435.5,82.18448835347121,12.497135864602004,-0.43130098866263367,-0.578275933933937,0.12941536404542853
9189438.0,82.18450369107086,12.497104835039242,-0.5187519977234885,-0.6955277262262283,0.1253956934893914
9189440.5,82.18451902867051,12.49707380547648,-0.6062030067843434,-0.8127795185185196,0.12137602293335417
9189443.0,82.18454044975297,12.497030575377376,-0.5963252606552362,-0.7995357212212224,0.1212432672065527
9189445.5,82.18456187083545,12.496987345278272,-0.586447514526129,-0.7862919239239252,0.1211105114797512
9189448.0,82.18458644467027,12.496937329767725,-0.5829071588781966,-0.7815451171171182,0.12331463022709703
9189450.5,82.1846110185051,12.496887314257178,-0.5793668032302641,-0.7767983103103111,0.12551874897444287
9189453.0,82.18463240286204,12.496844427574448,-0.5298018241592131,-0.7103430150150158,0.1486268481822352
9189455.5,82.18465378721899,12.496801540891717,-0.48023684508816195,-0.6438877197197206,0.17173494739002756
9189458.0,82.18467211262907,12.496764815254394,-0.46290880780440535,-0.6206547867867882,0.17969676518825892
9189460.5,82.18469043803915,12.496728089617074,-0.4455807705206488,-0.5974218538538558,0.18765858298649027
9189463.0,82.18471181292014,12.496685281997078,-0.46686550460589304,-0.6259598118118141,0.18869868307581042
9189465.5,82.18473318780111,12.49664247437708,-0.4881502386911373,-0.6544977697697725,0.18973878316513057
9189468.0,82.18475455766695,12.496599707732102,-0.41542739723322053,-0.5569930800800829,0.1860436852378955
9189470.5,82.18477592753278,12.496556941087125,-0.3427045557753038,-0.45948839039039324,0.18234858731066048
9189473.0,82.18479427759672,12.496520175989541,-0.29340501416081943,-0.3933889859859887,0.16058755412471723
9189475.5,82.18481262766065,12.496483410891958,-0.2441054725463351,-0.32728958158158417,0.13882652093877398
9189478.0,82.18484314659288,12.496422416201133,-0.28152308103579704,-0.3774580325325352,0.13650588299407374
9189480.5,82.18487366552512,12.496361421510308,-0.318940689525259,-0.4276264834834862,0.13418524504937349
9189483.0,82.18489194237699,12.496324976035272,-0.2935043660939121,-0.3935221941941949,0.12777346554123234
9189485.5,82.18491021922885,12.496288530560236,-0.26806804266256523,-0.35941790490490355,0.12136168603309117
9189488.0,82.18493159490069,12.496245825435622,-0.24440412561442196,-0.3276900070070061,0.11964497132213793
9189490.5,82.18495297057252,12.496203120311009,-0.22074020856627868,-0.2959621091091087,0.1179282566111847
9189493.0,82.18497431154992,12.496160566555766,-0.20598697172505043,-0.27618139439439426,0.11730440412662263
9189495.5,82.18499565252732,12.496118012800524,-0.19123373488382214,-0.25640067967967983,0.11668055164206055
