x_atc,lat_ph,lon_ph,depth
8935153.5,79.97215262367673,-107.8066977711019,-0.9424478563992786
8935158.5,79.97220862457546,-107.80676724776067,-1.1439869396663465
8935163.5,79.97223972209326,-107.80680577926114,-1.0633968636279552
8935168.5,79.97227709850533,-107.80685216209189,-0.9139040222246315
8935173.5,79.97232688809898,-107.80691383897344,-1.027640352622177
8935178.5,79.9723642784704,-107.80696019672176,-0.9915894278789206
8935183.5,79.97240161576937,-107.80700637415276,-0.5015938463560928
8935188.5,79.97244520198123,-107.80706029016112,-0.2737735685637782
8935193.5,79.97249500286858,-107.80712182270943,-0.15929619961454577
8935198.5,79.97252614744774,-107.8071603147233,-0.13332676662589368
8935203.5,79.97256975254166,-107.80721417232552,-0.1300899074298038
8935208.5,79.97261336245005,-107.80726800663092,-0.11793296051165979
8935213.5,79.97265697473233,-107.8073218130358,-0.12124994531803396
8935218.5,79.97270686138101,-107.8073833874328,-0.11800551124263582
8935223.5,79.97275660918189,-107.80744541379298,-0.1253634739368819
8935228.5,79.97278777635478,-107.8074835075882,-0.14981216649046789
8935233.5,79.97283767110581,-107.80754450746734,-0.16263391359575888
8935238.5,79.97287509542682,-107.80759024854493,-0.1457615834945495
8935243.5,79.97291874527897,-107.80764356668392,-0.17821506000608855
8935248.5,79.97296243137552,-107.8076969810594,-0.21169676332482013
8935253.5,79.97300607491776,-107.80775027056278,-0.5614742730849156
8935258.5,79.97305594225793,-107.80781114723848,-0.6595402190899529
8935263.5,79.97310585708514,-107.80787217533174,-0.6463800404454694
8935268.5,79.9731432411274,-107.80791781514162,-0.27517201784219564
8935273.5,79.97318683409283,-107.8079710198839,-0.1629432626772881
8935278.5,79.97323045282818,-107.8080243298672,-0.15355173506594047
8935283.5,79.97327408473659,-107.8080777129295,-0.14306601566733373
8935288.5,79.97331767755735,-107.80813102508382,-0.1355664050448905
8935293.5,79.97336127705903,-107.80818440845836,-0.1342299896248209
8935298.5,79.97340485214411,-107.80823776902524,-0.133483256421691
8935303.5,79.9734484720552,-107.80829131447366,-0.1417052544464183
8935308.5,79.97349201061594,-107.80834469083258,-0.15971640081768737
8935313.5,79.97353556358138,-107.8083981706511,-0.7065811486544425
8935318.5,79.97358531817409,-107.80845932091891,-0.1564418713883519
8935323.5,79.97362262916023,-107.80850522738672,-0.14565004217177938
8935328.5,79.97366613337626,-107.8085587810284,-0.14384374722202722
8935333.5,79.9737096482543,-107.8086124434486,-0.1375128323993124
8935338.5,79.97375935395019,-107.80867379222248,-0.14396534989614854
8935343.5,79.9738090281158,-107.808735158477,-0.1648872390517143
8935348.5,79.97384009682065,-107.8087736274354,-0.2311731179657676
8935353.5,79.97386495168996,-107.80880443028796,-0.31263213367742904
8935358.5,79.97393324209818,-107.80888910466496,-0.3773300159287662
8935363.5,79.97397044359673,-107.8089352347115,-0.33702419387286947
8935368.5,79.97401394818303,-107.80898828333385,-0.34179368056849363
8935373.5,79.97406347112884,-107.8090504772618,-0.35785993965689994
8935378.5,79.97410679875617,-107.80910495397336,-0.29251096781740715
8935383.5,79.97415011153278,-107.809159447434,-0.30148048891855567
8935388.5,79.97419344779053,-107.80921405746926,-0.34403961219169504
8935393.5,79.97423670512437,-107.80926848028004,-0.3982581224028499
8935398.5,79.97429235873983,-107.80933859789472,-1.5195958578835473
8935403.5,79.97432949545437,-107.80938545904282,-1.388430982221501
8935408.5,79.97436655820184,-107.80943211454674,-1.4278156677340492
8935413.5,79.9744098655985,-107.80948674051656,-1.4770418605801694
8935418.5,79.97445316310824,-107.8095413274909,-1.7209157932557066
8935423.5,79.97452113864054,-107.80962688533656,-0.5053144974926788
8935428.5,79.97453973282859,-107.8096503642602,-0.44002497828763976
8935433.5,79.97458297691492,-107.80970471572309,-0.42747813157237435
