x_atc,lat_ph,lon_ph,depth
8898629.5,79.652141981913,-107.42315743714538,-0.11844483732052012
8898634.5,79.65218554113886,-107.42320829434728,-0.1196148740069036
8898639.5,79.65222907824014,-107.42325910480122,-0.1185628125294925
8898644.5,79.65227263709518,-107.4233099960962,-0.11103479388441034
8898649.5,79.6523223911575,-107.42336809924214,-0.5958089560639561
8898654.5,79.65235969430225,-107.4234116577478,-0.6213449087772579
8898659.5,79.65240321829872,-107.42346249650316,-0.6177562549584803
8898664.5,79.65244673556155,-107.42351332673702,-0.6266935924111812
8898669.5,79.65250268604807,-107.42357869515888,-0.6245982675697761
8898674.5,79.65253376354521,-107.42361499887774,-0.6597870492788466
8898679.5,79.65257726441651,-107.4236658112579,-0.6723341891262247
8898684.5,79.65262697543835,-107.42372387491336,-0.6758981866420763
8898689.5,79.6526642674355,-107.42376744886266,-0.6786751170604617
8898694.5,79.6527077641772,-107.42381825715547,-0.6813154632927843
8898699.5,79.6527512548843,-107.4238690502838,-0.6761193616927794
8898704.5,79.65279474461951,-107.42391984118132,-0.6657324166850644
8898709.5,79.65283821634631,-107.42397057757786,-0.6460751919831477
8898714.5,79.65288792870021,-107.42402864052674,-0.0978478197657423
8898719.5,79.65293140083114,-107.42407936801357,-0.09688927436954835
8898724.5,79.6529748868721,-107.42413012650668,-0.1000704776371094
8898729.5,79.65301836957732,-107.42418087103418,-0.12135198580191286
