Meltpond_ID,xs_drift,ys_drift
2,-0.003364338763988,-0.0011289568158347
3,-0.0031011321598409,-0.0012174183048138
4,-0.0033853282191859,-0.0010621933326592
6,-0.0023126755969912,-0.0034065522979315
7,-0.003334357283396,-0.0022500984130831
10,-0.0032550288451313,-0.0021835757694728
12,-0.0033474970205829,-0.002191771240874
15,-0.0033525788073999,-0.0021204738712104
17,-0.0034111447468683,-0.0011271422812009
