Meltpond_ID,xs_drift,ys_drift
1,-0.0034188468924509405,-0.0017971097908688614
2,0.0,0.0
3,-0.0025488322795892203,-0.0032098642500005916
4,-0.002263361371535759,-0.002254309448484938
5,-0.02378067132919653,0.0181439686603622
6,-0.004640662603599782,0.004514621926818446
7,-0.002248435055406862,-0.004358694494274217
8,-0.0008899536306752471,-2.9958298860637457e-05
9,-0.0033495161434762967,-0.00226537238124298
