Meltpond_ID,xs_drift,ys_drift
1,-0.0030975434851275,0.00424186881866
2,-0.0020873259817936,0.0037317488948028
3,-0.0020947745726028,0.0025296418778831
4,-0.0031266832316526,0.0026531119027583
5,-0.0020899184521798,0.0035573293131621
