Meltpond_ID,xs_drift,ys_drift
1,0.040891778871793474,0.17030279550566424
2,0.0366290476978542,0.16897703509618142
3,0.03986910513176678,0.17100455987291677
4,-0.0033193705805413475,0.09815517648571483
5,-0.003326726882902217,0.14465227473349446
6,0.04361714139008268,0.16236335402945032
7,0.03464559430055466,0.1573316818516704
8,-0.0306962379465913,0.15909138247712226
9,-0.03311737868825963,0.15547830898702303
10,-0.033051106915302615,0.15456351047776343
11,-0.034469150481195025,0.15429597219581045
12,-0.03307617289679274,0.15569958143427504
13,-0.030147383639826362,0.1556696526865451
