lat_ph,delta_time,dist_ph_across,dist_ph_along,h_ph,lon_ph,ph_id_channel,ph_id_count,ph_id_pulse,quality,weight_ph,x_atc,y_atc
81.82441629411927,110144039.03495732,-3211.8892,12.205592,961.2127,-61.605715772099,78,4,5,0,46,9146968.0,-3211.8892
81.82441711073919,110144039.03495732,-3212.0283,12.263939,940.7027,-61.60570821377449,80,3,5,0,52,9146968.0,-3212.0283
81.82441835419313,110144039.03495732,-3212.24,12.352823,909.4574,-61.60569669808687,77,3,5,0,50,9146968.0,-3212.24
81.82442136074604,110144039.03495732,-3212.7522,12.567355,833.9123,-61.60566885505087,17,4,5,0,30,9146969.0,-3212.7522
81.82442501600498,110144039.03495732,-3213.375,12.828747,742.053,-61.605634997100125,77,5,5,0,40,9146969.0,-3213.375
81.82442680822376,110144039.03495732,-3213.6804,12.956775,697.019,-61.60561839823911,20,4,5,0,59,9146969.0,-3213.6804
81.82442640012098,110144039.03495732,-3213.6108,12.927379,707.28046,-61.60562218098144,18,5,5,0,32,9146969.0,-3213.6108
81.82442774199617,110144039.03495732,-3213.8394,13.023313,673.57556,-61.60560975866551,18,6,5,0,0,9146969.0,-3213.8394
81.82442742595147,110144039.03495732,-3213.7856,13.000874,681.511,-61.60561268315468,78,8,5,0,27,9146969.0,-3213.7856
81.82443181693813,110144039.03495732,-3214.5337,13.3143,571.1921,-61.60557202090878,78,9,5,0,21,9146969.0,-3214.5337
81.82443356802904,110144039.03495732,-3214.832,13.439323,527.17456,-61.60555579444344,80,5,5,0,59,9146969.0,-3214.832
81.8244352688747,110144039.03495732,-3215.1218,13.560883,484.4521,-61.6055400473969,19,3,5,0,96,9146970.0,-3215.1218
81.82443542388111,110144039.03495732,-3215.1482,13.57211,480.56082,-61.605538613266006,20,7,5,0,68,9146970.0,-3215.1482
81.82443820382466,110144039.03495732,-3215.6216,13.770762,410.7258,-61.60551287172702,78,10,5,0,12,9146970.0,-3215.6216
81.82443775609251,110144039.03495732,-3215.5454,13.738619,421.96265,-61.60551701295911,18,11,5,0,57,9146970.0,-3215.5454
81.82443985263409,110144039.03495732,-3215.9026,13.88851,369.29453,-61.605497598792574,80,8,5,0,13,9146970.0,-3215.9026
81.8244399596568,110144039.03495732,-3215.921,13.895874,366.5907,-61.60549660101783,79,4,5,0,6,9146970.0,-3215.921
81.82444196199378,110144039.03495732,-3216.262,14.038827,316.30344,-61.60547806510648,17,6,5,0,79,9146970.0,-3216.262
81.8244446668178,110144039.03495732,-3216.723,14.232191,248.34474,-61.60545301284933,77,7,5,0,21,9146970.0,-3216.723
81.82444482996489,110144039.03495732,-3216.7505,14.243818,244.2481,-61.60545150281647,18,12,5,0,19,9146970.0,-3216.7505
81.82444556634299,110144039.03495732,-3216.876,14.296529,225.74477,-61.60544468150815,17,8,5,0,26,9146970.0,-3216.876
81.82444712479315,110144039.03495732,-3217.1416,14.407778,186.59854,-61.60543025095241,20,9,5,0,56,9146970.0,-3217.1416
81.82444821310365,110144039.03495732,-3217.327,14.485316,159.25479,-61.60542017054328,20,10,5,0,6,9146970.0,-3217.327
81.82444812801572,110144039.03495732,-3217.3125,14.4795,161.37936,-61.605420952828055,80,12,5,0,11,9146970.0,-3217.3125
81.82444804015269,110144039.03495732,-3217.2976,14.473295,163.599,-61.605421771979714,77,9,5,0,24,9146970.0,-3217.2976
81.82444876718978,110144039.03495732,-3217.4214,14.525249,145.3321,-61.60541503774984,78,13,5,0,51,9146971.0,-3217.4214
81.82444895018936,110144039.03495732,-3217.4526,14.538047,140.73407,-61.60541334262857,80,13,5,0,23,9146971.0,-3217.4526
81.82445011574109,110144039.03495732,-3217.6511,14.621414,111.46437,-61.60540255308095,79,5,5,0,53,9146971.0,-3217.6511
81.82444931026843,110144039.03495732,-3217.514,14.564023,131.68758,-61.60541000757868,19,6,5,0,66,9146971.0,-3217.514
81.8244503355629,110144039.03495732,-3217.6885,14.636927,105.93618,-61.60540051466255,18,14,5,0,37,9146971.0,-3217.6885
81.8244507182618,110144039.03495732,-3217.754,14.664459,96.31835,-61.60539696872543,20,14,5,0,45,9146971.0,-3217.754
81.8244528935524,110144039.03495732,-3218.1245,14.819987,41.666176,-61.60537682027548,19,7,5,0,15,9146971.0,-3218.1245
81.82445325259351,110144039.03495732,-3218.1855,14.845591,32.646164,-61.60537349489747,80,15,5,0,91,9146971.0,-3218.1855
81.82445529458262,110144039.03495732,-3218.5334,14.991461,-18.637617,-61.60535458920764,20,16,5,0,55,9146971.0,-3218.5334
81.82445662145695,110144039.03495732,-3218.7595,15.08614,-51.98103,-61.60534229560817,79,8,5,0,18,9146971.0,-3218.7595
81.82445745539393,110144039.03495732,-3218.9016,15.145517,-72.92212,-61.60533457571254,17,10,5,0,71,9146971.0,-3218.9016
81.82445993079003,110144039.03495732,-3219.3232,15.322507,-135.1023,-61.60531165128413,77,12,5,0,9,9146971.0,-3219.3232
