lat_ph,delta_time,dist_ph_across,dist_ph_along,h_ph,lon_ph,ph_id_channel,ph_id_count,ph_id_pulse,quality,weight_ph,x_atc,y_atc
80.67564567822296,110675814.6069428,3208.9507,12.479801,0.5622207,-120.33364133185871,47,1,57,0,252,9016338.0,3208.9507
80.6756456690098,110675814.6069428,3208.9524,12.479043,0.3432225,-120.3336414120626,41,1,57,0,250,9016338.0,3208.9524
80.67564564326517,110675814.6069428,3208.957,12.477148,-0.2687323,-120.33364163617932,116,1,57,0,239,9016338.0,3208.957
80.67564567450044,110675814.6069428,3208.9514,12.479422,0.47373635,-120.3336413642644,52,1,57,0,252,9016338.0,3208.9514
80.67564511546078,110675814.6069428,3209.052,12.43888,-12.885563,-120.33364626114148,105,1,57,0,59,9016338.0,3209.052
80.67565191865074,110675814.6070428,3208.955,13.1963215,0.5335809,-120.33365056343162,45,1,58,0,252,9016339.0,3208.955
80.67565192213307,110675814.6070428,3208.9543,13.196702,0.61635673,-120.33365053311648,46,1,58,0,254,9016339.0,3208.9543
80.6756519254165,110675814.6070428,3208.9539,13.197082,0.69440496,-120.33365050453276,56,1,58,0,254,9016339.0,3208.9539
80.67565192751867,110675814.6070428,3208.9534,13.197081,0.74437374,-120.3336504862326,44,1,58,0,253,9016339.0,3208.9534
80.67565192533637,110675814.6070428,3208.9539,13.197082,0.6925002,-120.33365050523032,50,1,58,0,254,9016339.0,3208.9539
80.67565192609393,110675814.6070428,3208.9536,13.197082,0.71050805,-120.33365049863528,49,1,58,0,253,9016339.0,3208.9536
80.67565192384244,110675814.6070428,3208.954,13.1967,0.65698904,-120.33365051823564,102,1,58,0,253,9016339.0,3208.954
80.67565176085702,110675814.6070428,3208.9832,13.184961,-3.2172139,-120.3336519370922,103,1,58,0,61,9016339.0,3208.9832
80.67565192106142,110675814.6070428,3208.9546,13.196702,0.5908837,-120.33365054244553,47,1,58,0,253,9016339.0,3208.9546
80.67565928288569,110675814.6071428,3208.757,13.994593,27.36589,-120.33364994740064,49,1,59,0,34,9016340.0,3208.757
80.67565816135406,110675814.6071428,3208.9587,13.913226,0.56492925,-120.33365977130434,101,1,59,0,235,9016340.0,3208.9587
80.67565816034896,110675814.6071428,3208.959,13.913227,0.5410368,-120.33365978005452,54,1,59,0,235,9016340.0,3208.959
80.67565816644642,110675814.6071428,3208.9578,13.913604,0.6859759,-120.33365972697312,115,1,59,0,236,9016340.0,3208.9578
80.67565742781925,110675814.6071428,3209.0906,13.859856,-16.94222,-120.3336661872894,50,1,59,0,31,9016340.0,3209.0906
80.67565808881363,110675814.6071428,3208.9717,13.907927,-1.1593807,-120.33366040280286,56,1,59,0,200,9016340.0,3208.9717
80.67565812302293,110675814.6071428,3208.9656,13.910195,-0.34621418,-120.33366010499472,114,3,59,0,220,9016340.0,3208.9656
80.67565812141557,110675814.6071428,3208.9658,13.910196,-0.3844223,-120.3336601189878,53,1,59,0,218,9016340.0,3208.9658
80.6756662600912,110675814.6072428,3208.6287,14.764783,44.957325,-120.33365271677036,110,1,60,0,33,9016341.0,3208.6287
80.67566441164432,110675814.6072428,3208.9612,14.630509,0.78259236,-120.33366890918924,55,1,60,0,235,9016341.0,3208.9612
80.67566440906613,110675814.6072428,3208.9614,14.630128,0.72130793,-120.33366893163362,50,2,60,0,235,9016341.0,3208.9614
80.67566441061409,110675814.6072428,3208.9612,14.630126,0.75810313,-120.333668918158,102,1,60,0,235,9016341.0,3208.9612
80.67566442016174,110675814.6072428,3208.9595,14.630883,1.0086683,-120.33366882496594,47,1,60,0,226,9016341.0,3208.9595
80.67566440958188,110675814.6072428,3208.9614,14.630128,0.7335677,-120.33366892714368,105,1,60,0,235,9016341.0,3208.9614
80.67566502865927,110675814.6072428,3208.85,14.675142,15.543761,-120.33366349746215,103,1,60,0,41,9016341.0,3208.85
80.67566441203216,110675814.6072428,3208.961,14.630507,0.79181254,-120.3336689058125,41,1,60,0,235,9016341.0,3208.961
80.6756644013338,110675814.6072428,3208.963,14.629751,0.5375063,-120.33366899894791,44,1,60,0,234,9016341.0,3208.963
80.67566440134686,110675814.6072428,3208.963,14.629751,0.5378174,-120.333668998834,53,1,60,0,234,9016341.0,3208.963
80.6756644082009,110675814.6072428,3208.9617,14.630129,0.70074,-120.33366893916627,109,1,60,0,236,9016341.0,3208.9617
80.67566441016953,110675814.6072428,3208.9614,14.630128,0.74753547,-120.33366892202824,108,1,60,0,235,9016341.0,3208.9614
80.67566408120926,110675814.6072428,3209.0203,14.606296,-7.0955772,-120.33367179586789,43,2,60,0,80,9016341.0,3209.0203
80.67566404808612,110675814.6072428,3209.0264,14.604027,-7.882926,-120.33367208422187,103,3,60,0,70,9016341.0,3209.0264
80.67567064820949,110675814.6073428,3208.9658,15.346659,0.6800528,-120.33367816256764,43,1,61,0,236,9016341.0,3208.9658
80.67567064875192,110675814.6073428,3208.9658,15.346658,0.692947,-120.33367815784536,41,1,61,0,236,9016341.0,3208.9658
80.67567064657818,110675814.6073428,3208.966,15.34666,0.641275,-120.3336781767694,112,1,61,0,235,9016341.0,3208.966
80.67567064540178,110675814.6073428,3208.9663,15.346278,0.61331177,-120.33367818701052,53,1,61,0,236,9016341.0,3208.9663
80.67567064796475,110675814.6073428,3208.9658,15.346659,0.6742347,-120.33367816469848,109,1,61,0,236,9016341.0,3208.9658
80.67567064674053,110675814.6073428,3208.966,15.34666,0.645134,-120.33367817535613,102,1,61,0,236,9016341.0,3208.966
80.67567065282721,110675814.6073428,3208.965,15.347036,0.7898176,-120.33367812236806,107,1,61,0,235,9016341.0,3208.965
80.67567056068968,110675814.6073428,3208.9814,15.34023,-1.4003298,-120.33367892447518,101,2,61,0,193,9016341.0,3208.9814
80.67567056723749,110675814.6073428,3208.9802,15.340607,-1.2446874,-120.33367886747358,52,2,61,0,197,9016341.0,3208.9802
80.67567000737202,110675814.6073428,3209.081,15.300153,-14.623738,-120.33368377163272,54,1,61,0,49,9016341.0,3209.081
80.67567689018802,110675814.6074428,3208.9695,16.063189,0.7123104,-120.3336873647816,46,1,62,0,236,9016342.0,3208.9695
80.67567688730561,110675814.6074428,3208.97,16.06319,0.64379376,-120.33368738987478,115,1,62,0,236,9016342.0,3208.97
80.67567689118147,110675814.6074428,3208.9692,16.063187,0.73592496,-120.33368735613308,50,1,62,0,235,9016342.0,3208.9692
80.67567717443174,110675814.6074428,3208.9182,16.083973,7.5161586,-120.33368487012298,109,1,62,0,20,9016342.0,3208.9182
80.67567727392093,110675814.6074428,3208.9004,16.09115,9.904686,-120.33368399393603,49,2,62,0,42,9016342.0,3208.9004
80.67567683499175,110675814.6074428,3208.9792,16.059029,-0.5997317,-120.33368784529746,42,1,62,0,212,9016342.0,3208.9792
80.67567756878375,110675814.6074428,3208.8474,16.11269,16.937365,-120.33368141690596,102,2,62,0,43,9016342.0,3208.8474
80.67567685476959,110675814.6074428,3208.9758,16.060541,-0.12960233,-120.33368767311956,48,1,62,0,227,9016342.0,3208.9758
80.67567658473844,110675814.6074428,3209.0242,16.040892,-6.571984,-120.33369003397505,41,2,62,0,87,9016342.0,3209.0242
80.67567642554977,110675814.6074428,3209.053,16.029558,-10.379579,-120.3336914298804,53,1,62,0,41,9016342.0,3209.053
80.67568313324179,110675814.6075428,3208.973,16.77972,0.77632105,-120.33369655354736,47,1,63,0,235,9016343.0,3208.973
80.6756831349958,110675814.6075428,3208.9727,16.780102,0.818014,-120.33369653827792,45,1,63,0,235,9016343.0,3208.9727
80.6756830833835,110675814.6075428,3208.9817,16.776325,-0.40883797,-120.3336969875952,105,2,63,0,222,9016343.0,3208.9817
80.67568312171291,110675814.6075428,3208.9749,16.778965,0.5022716,-120.33369665391412,106,1,63,0,234,9016343.0,3208.9749
80.67568312633219,110675814.6075428,3208.974,16.779345,0.6120753,-120.33369661370008,41,1,63,0,236,9016343.0,3208.974
80.67568312626935,110675814.6075428,3208.974,16.779345,0.6105819,-120.333696614247,51,1,63,0,236,9016343.0,3208.974
80.67568311515666,110675814.6075428,3208.976,16.77859,0.34642738,-120.33369671098988,52,1,63,0,233,9016343.0,3208.976
80.67568315758416,110675814.6075428,3208.9683,16.78161,1.3785645,-120.33369633155748,112,2,63,0,200,9016343.0,3208.9683
80.67568310827627,110675814.6075428,3208.9773,16.778214,0.18287615,-120.3336967708882,104,1,63,0,227,9016343.0,3208.9773
80.67568399546938,110675814.6075428,3208.8179,16.84241,21.390083,-120.33368899693818,44,2,63,0,10,9016343.0,3208.8179
80.67568308995389,110675814.6075428,3208.9807,16.776701,-0.25265634,-120.33369693039586,55,1,63,0,226,9016343.0,3208.9807
80.67568313000609,110675814.6075428,3208.9734,16.779722,0.6994049,-120.33369658171682,102,1,63,0,236,9016343.0,3208.9734
80.6756836493918,110675814.6075428,3208.8801,16.81749,13.116355,-120.33369202991234,42,2,63,0,41,9016343.0,3208.8801
80.67568303740269,110675814.6075428,3208.99,16.772924,-1.5018269,-120.33369738788716,46,2,63,0,194,9016343.0,3208.99
80.675682629812,110675814.6075428,3209.0632,16.743086,-11.237687,-120.33370095636958,111,2,63,0,42,9016343.0,3209.0632
80.67569090453607,110675814.6076428,3208.7014,17.6076,37.38654,-120.33369234314311,116,1,64,0,33,9016344.0,3208.7014
80.67569112332403,110675814.6076428,3208.662,17.62345,42.610943,-120.33369042837128,44,1,64,0,46,9016344.0,3208.662
80.67569067140555,110675814.6076428,3208.7434,17.590616,31.7976,-120.33369439285134,107,1,64,0,1,9016344.0,3208.7434
80.67568937429478,110675814.6076428,3208.9766,17.496258,0.79903483,-120.33370575559698,101,1,64,0,235,9016343.0,3208.9766
80.67568935854027,110675814.6076428,3208.9795,17.495125,0.42454195,-120.33370589275005,112,1,64,0,234,9016343.0,3208.9795
80.67568937380221,110675814.6076428,3208.9766,17.496258,0.78732693,-120.33370575988486,54,1,64,0,235,9016343.0,3208.9766
80.67568935812783,110675814.6076428,3208.9795,17.495125,0.41473752,-120.33370589634076,55,1,64,0,234,9016343.0,3208.9795
80.67568936924373,110675814.6076428,3208.9775,17.49588,0.67896914,-120.33370579956946,113,1,64,0,236,9016343.0,3208.9775
80.67568936603638,110675814.6076428,3208.978,17.495882,0.6027287,-120.33370582749149,49,1,64,0,235,9016343.0,3208.978
80.67568936749146,110675814.6076428,3208.9778,17.495882,0.63731515,-120.33370581482468,47,2,64,0,235,9016343.0,3208.9778
80.67568935156254,110675814.6076428,3208.9807,17.49475,0.25867707,-120.33370595349584,105,1,64,0,229,9016343.0,3208.9807
80.67568936951456,110675814.6076428,3208.9775,17.495878,0.68540657,-120.33370579721183,106,1,64,0,236,9016343.0,3208.9775
80.67568909114381,110675814.6076428,3209.0273,17.475876,-5.9552426,-120.3337082306906,41,2,64,0,70,9016343.0,3209.0273
80.67568868609999,110675814.6076428,3209.1,17.446434,-15.63057,-120.33371177701692,48,1,64,0,46,9016343.0,3209.1
80.67569730467326,110675814.6077428,3208.6763,18.335772,41.220875,-120.33370014593108,45,1,65,0,33,9016344.0,3208.6763
80.67569619204288,110675814.6077428,3208.8765,18.25467,14.630998,-120.3337098926228,42,2,65,0,39,9016344.0,3208.8765
80.67569560590618,110675814.6077428,3208.982,18.212042,0.60365313,-120.3337150356596,105,2,65,0,235,9016344.0,3208.982
80.67569560867028,110675814.6077428,3208.9814,18.212421,0.66935813,-120.33371501159596,46,1,65,0,235,9016344.0,3208.9814
80.67569560088758,110675814.6077428,3208.983,18.211666,0.48435706,-120.33371507935028,116,1,65,0,234,9016344.0,3208.983
80.67569559510781,110675814.6077428,3208.984,18.211288,0.34696853,-120.33371512966714,52,1,65,0,233,9016344.0,3208.984
80.67569558220377,110675814.6077428,3208.986,18.210535,0.0402302,-120.33371524200624,54,1,65,0,226,9016344.0,3208.986
80.67569560288298,110675814.6077428,3208.9824,18.212046,0.5317906,-120.33371506197837,104,1,65,0,235,9016344.0,3208.9824
80.67569558021262,110675814.6077428,3208.9866,18.210155,-0.007099025,-120.33371525934,44,2,65,0,226,9016344.0,3208.9866
80.67570187035689,110675814.6078428,3208.9812,18.930473,1.2189043,-120.33372401552816,48,1,66,0,209,9016345.0,3208.9812
80.67570183697516,110675814.6078428,3208.9873,18.927832,0.40178138,-120.33372431621666,108,2,66,0,233,9016345.0,3208.9873
80.67570184684067,110675814.6078428,3208.9854,18.928587,0.63629276,-120.33372423032958,41,1,66,0,235,9016345.0,3208.9854
80.67570184639867,110675814.6078428,3208.9856,18.928587,0.62578636,-120.33372423417744,110,1,66,0,235,9016345.0,3208.9856
80.67570183719212,110675814.6078428,3208.9873,18.927832,0.40693992,-120.3337243143274,109,1,66,0,233,9016345.0,3208.9873
80.67570152291042,110675814.6078428,3209.0437,18.905209,-7.087367,-120.33372706046032,47,1,66,0,79,9016345.0,3209.0437
80.67570181494077,110675814.6078428,3208.9912,18.926325,-0.12199083,-120.3337245080422,48,3,66,0,226,9016345.0,3208.9912
80.67570117453346,110675814.6078428,3209.1062,18.879946,-15.415734,-120.33373011349266,111,1,66,0,54,9016345.0,3209.1062
80.67570150034605,110675814.6078428,3209.0476,18.90332,-7.6237364,-120.33372725689992,51,2,66,0,94,9016345.0,3209.0476
80.67570175990876,110675814.6078428,3209.001,18.922174,-1.4301413,-120.33372498713732,102,1,66,0,203,9016345.0,3209.001
80.6757093430883,110675814.6079428,3208.8071,19.746538,26.950605,-120.33372490794214,109,1,67,0,30,9016346.0,3208.8071
80.67570988102102,110675814.6079428,3208.7102,19.785725,39.80876,-120.33372019451592,43,1,67,0,21,9016346.0,3208.7102
80.67570926662131,110675814.6079428,3208.8208,19.740883,25.132895,-120.333725573658,44,1,67,0,32,9016346.0,3208.8208
80.6757097394233,110675814.6079428,3208.7358,19.775553,36.419193,-120.33372143732988,115,1,67,0,30,9016346.0,3208.7358
80.67570824609972,110675814.6079428,3209.0044,19.667032,0.73232776,-120.3337345186892,102,1,67,0,235,9016346.0,3209.0044
80.67570824823926,110675814.6079428,3209.004,19.667028,0.78318685,-120.33373450006248,47,1,67,0,235,9016346.0,3209.004
80.67570825551518,110675814.6079428,3209.0024,19.667402,0.9797555,-120.33373442664411,108,1,67,0,224,9016346.0,3209.0024
80.67570824982835,110675814.6079428,3209.0037,19.667027,0.8209608,-120.33373448622808,105,1,67,0,234,9016346.0,3209.0037
80.67570871604978,110675814.6079428,3208.9197,19.700941,11.974358,-120.33373039711635,103,2,67,0,44,9016346.0,3208.9197
80.6757082493916,110675814.6079428,3209.0034,19.667027,0.83419293,-120.33373447995515,101,1,67,0,233,9016346.0,3209.0034
80.67570824541684,110675814.6079428,3209.0044,19.666649,0.71609503,-120.33373452463432,112,1,67,0,236,9016346.0,3209.0044
80.67570824953059,110675814.6079428,3209.0037,19.667027,0.81388366,-120.33373448882006,114,1,67,0,234,9016346.0,3209.0037
80.67570824267821,110675814.6079428,3209.005,19.666653,0.6509956,-120.33373454847644,55,2,67,0,235,9016346.0,3209.005
80.6757082410333,110675814.6079428,3209.0051,19.666655,0.6118937,-120.33373456279716,113,1,67,0,236,9016346.0,3209.0051
80.67570821895885,110675814.6079428,3209.009,19.664766,0.087162636,-120.3337347549756,49,2,67,0,226,9016346.0,3209.009
80.6757081580041,110675814.6079428,3209.02,19.660624,-1.3617896,-120.33373528564246,110,1,67,0,206,9016346.0,3209.02
80.6757162215417,110675814.6080428,3208.6929,0.4997951,42.48335,-120.33372834413684,43,1,68,0,48,9016346.0,3208.6929
80.6757144645484,110675814.6080428,3209.009,0.37207472,0.481414,-120.33374374119376,54,1,68,0,252,9016346.0,3209.009
80.67571468683536,110675814.6080428,3208.9688,0.3881367,5.812633,-120.33374178582362,53,1,68,0,51,9016346.0,3208.9688
80.67571446978843,110675814.6080428,3209.008,0.37245715,0.6059747,-120.33374369557436,110,1,68,0,254,9016346.0,3209.008
80.67571466334617,110675814.6080428,3208.9731,0.38622457,5.2306557,-120.3337420003948,109,1,68,0,51,9016346.0,3208.9731
80.67571446840724,110675814.6080428,3209.0083,0.37207463,0.57314175,-120.33374370759918,102,1,68,0,253,9016346.0,3209.0083
80.67571447359354,110675814.6080428,3209.0073,0.3724571,0.6964265,-120.33374366244708,107,1,68,0,254,9016346.0,3209.0073
80.67571447705853,110675814.6080428,3209.0066,0.37283957,0.778792,-120.33374363228135,108,1,68,0,253,9016346.0,3209.0066
80.6757144791684,110675814.6080428,3209.006,0.3728395,0.8525603,-120.33374360383748,105,1,68,0,250,9016346.0,3209.006
80.67571444754043,110675814.6080428,3209.012,0.3705449,0.077117905,-120.33374388926411,46,1,68,0,244,9016346.0,3209.012
80.67571424535258,110675814.6080428,3209.0483,0.35601225,-4.752702,-120.33374565957716,52,1,68,0,80,9016346.0,3209.0483
80.67572070150278,110675814.6081428,3209.01,1.0874318,0.70060754,-120.33375278812552,108,1,69,0,254,9016347.0,3209.01
80.67572069161791,110675814.6081428,3209.0117,1.0866673,0.46563458,-120.33375287418272,105,1,69,0,252,9016347.0,3209.0117
80.6757214711494,110675814.6081428,3208.8713,1.1432339,19.114046,-120.33374603721757,45,2,69,0,39,9016347.0,3208.8713
80.67572069446953,110675814.6081428,3209.0112,1.0866672,0.5334188,-120.3337528493572,46,1,69,0,253,9016347.0,3209.0112
80.67572070116252,110675814.6081428,3209.01,1.0874318,0.6925198,-120.3337527910876,111,1,69,0,254,9016347.0,3209.01
80.67572068392853,110675814.6081428,3209.0132,1.0859027,0.28284836,-120.33375294112686,115,1,69,0,248,9016347.0,3209.0132
80.67572036029998,110675814.6081428,3209.0713,1.0625868,-7.4337473,-120.33375576870624,50,1,69,0,102,9016347.0,3209.0713
80.67572068689637,110675814.6081428,3209.0127,1.0862851,0.35339808,-120.33375291528851,101,1,69,0,251,9016347.0,3209.0127
80.67572693000979,110675814.6082428,3209.0127,1.8020253,0.7036942,-120.3337619135761,49,1,70,0,254,9016348.0,3209.0127
80.67572705764124,110675814.6082428,3208.9897,1.811576,3.7612503,-120.33376079233932,47,1,70,0,49,9016348.0,3208.9897
80.67572691989984,110675814.6082428,3209.0144,1.801644,0.46336877,-120.33376200159375,105,1,70,0,252,9016348.0,3209.0144
80.67572742388016,110675814.6082428,3208.9238,1.8379337,12.514401,-120.33375758370714,45,2,70,0,65,9016348.0,3208.9238
80.67572692792186,110675814.6082428,3209.013,1.8020257,0.65406215,-120.33376193175351,41,1,70,0,253,9016348.0,3209.013
80.67572766284974,110675814.6082428,3208.8809,1.8555052,18.21861,-120.33375549315905,54,1,70,0,59,9016348.0,3208.8809
80.67572758080009,110675814.6082428,3208.8955,1.8493932,16.26819,-120.3337562074846,44,1,70,0,51,9016348.0,3208.8955
80.67572789389179,110675814.6082428,3208.839,1.8723122,23.757998,-120.33375346155258,115,1,70,0,32,9016348.0,3208.839
80.67572692842208,110675814.6082428,3209.013,1.8020257,0.6659523,-120.33376192739878,53,1,70,0,254,9016348.0,3209.013
80.67572692633968,110675814.6082428,3209.0134,1.8020258,0.61645186,-120.33376194552802,104,2,70,0,254,9016348.0,3209.0134
80.67572688174526,110675814.6082428,3209.0212,1.7985874,-0.44360682,-120.33376233376784,110,1,70,0,238,9016348.0,3209.0212
80.67573501787709,110675814.6083428,3208.681,2.652147,45.14913,-120.33375474611928,44,1,71,0,14,9016349.0,3208.681
80.67573470060539,110675814.6083428,3208.7378,2.6292434,37.583508,-120.33375751837742,105,1,71,0,35,9016349.0,3208.7378
