,Meltpond_index,Latitude,Longtitude,b08_NIR,b04_red,b03_green,b02_blue,Depth[m],Time_sentinel,Time_ICESat,b08_NIR_left_neighbor,b04_red_left_neighbor,b03_green_left_neighbor,b02_blue_left_neighbor,b08_NIR_right_neighbor,b04_red_right_neighbor,b03_green_right_neighbor,b02_blue_right_neighbor
283,20.0,82.26964093358947,-16.78936954830172,1213.0,1727.0,3756.0,4992.0,-2.19760102421937,2021-07-06 16:29:01,2021-07-06 16:08:15,1230.0,1940.0,4240.0,5120.0,1214.0,1658.0,3724.0,4932.0
284,20.0,82.26964745066013,-16.79003365592872,1214.0,1658.0,3724.0,4932.0,-2.395414686197587,2021-07-06 16:29:01,2021-07-06 16:08:15,1213.0,1727.0,3756.0,4992.0,1196.0,1478.0,3632.0,4748.0
285,20.0,82.26973679149268,-16.789985214432505,1196.0,1478.0,3632.0,4748.0,-2.518073846205234,2021-07-06 16:29:01,2021-07-06 16:08:15,1214.0,1658.0,3724.0,4932.0,1174.0,1471.0,3440.0,4620.0
286,20.0,82.26982613231925,-16.78993677181322,1174.0,1471.0,3440.0,4620.0,-2.496195584933515,2021-07-06 16:29:01,2021-07-06 16:08:15,1196.0,1478.0,3632.0,4748.0,1162.0,1491.0,3498.0,4608.0
287,20.0,82.26991547313989,-16.789888328070898,1162.0,1491.0,3498.0,4608.0,-2.374803159364557,2021-07-06 16:29:01,2021-07-06 16:08:15,1174.0,1471.0,3440.0,4620.0,1180.0,1564.0,3554.0,4588.0
288,20.0,82.26992198941318,-16.790552459580578,1180.0,1564.0,3554.0,4588.0,-2.266128039683084,2021-07-06 16:29:01,2021-07-06 16:08:15,1162.0,1491.0,3498.0,4608.0,1107.0,1552.0,3530.0,4508.0
289,20.0,82.27001133030409,-16.79050402230208,1107.0,1552.0,3530.0,4508.0,-2.179261402124096,2021-07-06 16:29:01,2021-07-06 16:08:15,1180.0,1564.0,3554.0,4588.0,1192.0,1631.0,3518.0,4604.0
290,20.0,82.27010067118908,-16.79045558390057,1192.0,1631.0,3518.0,4604.0,-1.9168793187406912,2021-07-06 16:29:01,2021-07-06 16:08:15,1107.0,1552.0,3530.0,4508.0,1262.0,1882.0,3872.0,4780.0
291,20.0,82.27019001206811,-16.790407144376093,1262.0,1882.0,3872.0,4780.0,-1.650258935569074,2021-07-06 16:29:01,2021-07-06 16:08:15,1192.0,1631.0,3518.0,4604.0,1262.0,1882.0,3872.0,4780.0
292,21.0,79.8672274262497,-101.79790864382244,4483.0,6130.0,7091.0,7989.0,-0.5607554224197737,2021-07-07 21:50:49,2021-07-07 21:54:19,1430.0,2210.0,4196.0,4972.0,2231.0,3580.0,5536.0,6911.0
293,21.0,79.8673168805602,-101.79788064682424,2231.0,3580.0,5536.0,6911.0,-0.5451732758004008,2021-07-07 21:50:49,2021-07-07 21:54:19,4483.0,6130.0,7091.0,7989.0,2853.0,4269.0,5701.0,7044.0
294,21.0,79.86732180668317,-101.79838901134455,2853.0,4269.0,5701.0,7044.0,-0.6878985286593723,2021-07-07 21:50:49,2021-07-07 21:54:19,2231.0,3580.0,5536.0,6911.0,1589.0,2755.0,4866.0,6304.0
295,21.0,79.86741126103507,-101.7983610182758,1589.0,2755.0,4866.0,6304.0,-1.3148926914833143,2021-07-07 21:50:49,2021-07-07 21:54:19,2853.0,4269.0,5701.0,7044.0,1525.0,2484.0,4729.0,6386.0
296,21.0,79.86750071538403,-101.79833302471025,1525.0,2484.0,4729.0,6386.0,-1.491075726338602,2021-07-07 21:50:49,2021-07-07 21:54:19,1589.0,2755.0,4866.0,6304.0,1609.0,2673.0,5232.0,6727.0
297,21.0,79.8675901697301,-101.79830503064782,1609.0,2673.0,5232.0,6727.0,-1.6097478137964367,2021-07-07 21:50:49,2021-07-07 21:54:19,1525.0,2484.0,4729.0,6386.0,1562.0,2726.0,4868.0,6463.0
298,21.0,79.86768454959241,-101.79878541881148,1562.0,2726.0,4868.0,6463.0,-1.866878857613584,2021-07-07 21:50:49,2021-07-07 21:54:19,1609.0,2673.0,5232.0,6727.0,2408.0,3879.0,6302.0,7756.0
299,21.0,79.86777400397699,-101.798757428182,2408.0,3879.0,6302.0,7756.0,-1.5465357499613883,2021-07-07 21:50:49,2021-07-07 21:54:19,1562.0,2726.0,4868.0,6463.0,3336.0,5031.0,6591.0,8179.0
300,21.0,79.86786345835858,-101.79872943705578,3336.0,5031.0,6591.0,8179.0,-1.44800437461754,2021-07-07 21:50:49,2021-07-07 21:54:19,2408.0,3879.0,6302.0,7756.0,4077.0,6036.0,7163.0,8330.0
301,22.0,79.817335309695,-101.73853740379865,5343.0,6956.0,7643.0,8288.0,-0.7735376217876966,2021-07-07 21:50:49,2021-07-07 21:54:19,4178.0,5614.0,6972.0,8239.0,4978.0,6603.0,7255.0,8033.0
302,22.0,79.81734032625229,-101.73904327008256,4978.0,6603.0,7255.0,8033.0,-0.8633579093774859,2021-07-07 21:50:49,2021-07-07 21:54:19,5343.0,6956.0,7643.0,8288.0,2613.0,3748.0,5051.0,6331.0
303,22.0,79.81742977564721,-101.7390149015722,2613.0,3748.0,5051.0,6331.0,-0.9951992310816468,2021-07-07 21:50:49,2021-07-07 21:54:19,4978.0,6603.0,7255.0,8033.0,1581.0,2480.0,4367.0,5398.0
304,22.0,79.81751922503915,-101.73898653256082,1581.0,2480.0,4367.0,5398.0,-1.057962515851598,2021-07-07 21:50:49,2021-07-07 21:54:19,2613.0,3748.0,5051.0,6331.0,1669.0,2613.0,4545.0,5794.0
305,22.0,79.81760867442804,-101.73895816304842,1669.0,2613.0,4545.0,5794.0,-1.1325179956388394,2021-07-07 21:50:49,2021-07-07 21:54:19,1581.0,2480.0,4367.0,5398.0,1610.0,2629.0,4664.0,6065.0
306,22.0,79.81769812381394,-101.73892979303498,1610.0,2629.0,4664.0,6065.0,-1.1187900525864385,2021-07-07 21:50:49,2021-07-07 21:54:19,1669.0,2613.0,4545.0,5794.0,1545.0,2675.0,4769.0,6037.0
307,22.0,79.81770313977388,-101.73943567734732,1545.0,2675.0,4769.0,6037.0,-1.1172610940141403,2021-07-07 21:50:49,2021-07-07 21:54:19,1610.0,2629.0,4664.0,6065.0,1596.0,2615.0,4531.0,5925.0
308,22.0,79.81779258920174,-101.7394073112149,1596.0,2615.0,4531.0,5925.0,-1.182265624849124,2021-07-07 21:50:49,2021-07-07 21:54:19,1545.0,2675.0,4769.0,6037.0,1688.0,2824.0,4751.0,6125.0
309,22.0,79.81788203862656,-101.73937894458147,1688.0,2824.0,4751.0,6125.0,-1.1019143897953432,2021-07-07 21:50:49,2021-07-07 21:54:19,1596.0,2615.0,4531.0,5925.0,1774.0,3073.0,4922.0,6379.0
310,22.0,79.81797148804839,-101.73935057744708,1774.0,3073.0,4922.0,6379.0,-1.0179082952721497,2021-07-07 21:50:49,2021-07-07 21:54:19,1688.0,2824.0,4751.0,6125.0,1562.0,2883.0,5426.0,6695.0
311,22.0,79.817976503366,-101.7398564754068,1562.0,2883.0,5426.0,6695.0,-0.9202988704979028,2021-07-07 21:50:49,2021-07-07 21:54:19,1774.0,3073.0,4922.0,6379.0,1551.0,2691.0,4684.0,5993.0
312,22.0,79.81806595282976,-101.73982811215366,1551.0,2691.0,4684.0,5993.0,-0.8644070382046082,2021-07-07 21:50:49,2021-07-07 21:54:19,1562.0,2883.0,5426.0,6695.0,1635.0,2609.0,4696.0,5825.0
313,22.0,79.81815540229051,-101.7397997483996,1635.0,2609.0,4696.0,5825.0,-0.9661777321578536,2021-07-07 21:50:49,2021-07-07 21:54:19,1551.0,2691.0,4684.0,5993.0,1729.0,2725.0,4754.0,6050.0
314,22.0,79.81824485174826,-101.73977138414456,1729.0,2725.0,4754.0,6050.0,-0.9318335086379068,2021-07-07 21:50:49,2021-07-07 21:54:19,1635.0,2609.0,4696.0,5825.0,1697.0,2775.0,4653.0,5711.0
315,22.0,79.81833430120297,-101.73974301938856,1697.0,2775.0,4653.0,5711.0,-0.8831390662576678,2021-07-07 21:50:49,2021-07-07 21:54:19,1729.0,2725.0,4754.0,6050.0,1626.0,2903.0,4989.0,6388.0
316,22.0,79.81833931592314,-101.74024893537889,1626.0,2903.0,4989.0,6388.0,-0.8012398366481581,2021-07-07 21:50:49,2021-07-07 21:54:19,1697.0,2775.0,4653.0,5711.0,1810.0,3109.0,4968.0,6384.0
317,22.0,79.8184287654198,-101.7402205745045,1810.0,3109.0,4968.0,6384.0,-0.8415354239001482,2021-07-07 21:50:49,2021-07-07 21:54:19,1626.0,2903.0,4989.0,6388.0,2705.0,4264.0,5945.0,7205.0
318,22.0,79.81851821491348,-101.74019221312923,2705.0,4264.0,5945.0,7205.0,-0.979857739638349,2021-07-07 21:50:49,2021-07-07 21:54:19,1810.0,3109.0,4968.0,6384.0,4041.0,5761.0,7007.0,8118.0
319,22.0,79.81860766440411,-101.740163851253,4041.0,5761.0,7007.0,8118.0,-1.2104352541898324,2021-07-07 21:50:49,2021-07-07 21:54:19,2705.0,4264.0,5945.0,7205.0,3964.0,5580.0,6729.0,7834.0
320,22.0,79.81869711389176,-101.74013548887582,3964.0,5580.0,6729.0,7834.0,-1.1943713320118563,2021-07-07 21:50:49,2021-07-07 21:54:19,4041.0,5761.0,7007.0,8118.0,2064.0,3421.0,5147.0,6151.0
321,22.0,79.81870212801444,-101.740641422898,2064.0,3421.0,5147.0,6151.0,-1.1467915841739564,2021-07-07 21:50:49,2021-07-07 21:54:19,3964.0,5580.0,6729.0,7834.0,2553.0,3962.0,5157.0,6343.0
322,22.0,79.818791577544,-101.7406130644028,2553.0,3962.0,5157.0,6343.0,-1.0680668025488649,2021-07-07 21:50:49,2021-07-07 21:54:19,2064.0,3421.0,5147.0,6151.0,4977.0,6393.0,7166.0,8208.0
323,23.0,79.9103525084701,-102.18532382759612,3979.0,5447.0,6688.0,7703.0,-0.8697686124209416,2021-07-07 21:50:49,2021-07-07 21:54:19,6316.0,7932.0,8190.0,8872.0,3373.0,4757.0,6431.0,7753.0
324,23.0,79.91035683959231,-102.18583451883038,3373.0,4757.0,6431.0,7753.0,-0.9335238863191512,2021-07-07 21:50:49,2021-07-07 21:54:19,3979.0,5447.0,6688.0,7703.0,2565.0,4250.0,6145.0,7459.0
325,23.0,79.91044632550057,-102.18580980329637,2565.0,4250.0,6145.0,7459.0,-1.0451989813138174,2021-07-07 21:50:49,2021-07-07 21:54:19,3373.0,4757.0,6431.0,7753.0,2082.0,3473.0,5521.0,6835.0
326,23.0,79.91053581140643,-102.18578508732172,2082.0,3473.0,5521.0,6835.0,-1.236649958102388,2021-07-07 21:50:49,2021-07-07 21:54:19,2565.0,4250.0,6145.0,7459.0,1580.0,2897.0,5294.0,6809.0
327,23.0,79.91062529730989,-102.1857603709064,1580.0,2897.0,5294.0,6809.0,-1.5969392570632013,2021-07-07 21:50:49,2021-07-07 21:54:19,2082.0,3473.0,5521.0,6835.0,1614.0,3069.0,5253.0,6703.0
328,23.0,79.910714783211,-102.18573565405042,1614.0,3069.0,5253.0,6703.0,-1.84928389262786,2021-07-07 21:50:49,2021-07-07 21:54:19,1580.0,2897.0,5294.0,6809.0,1587.0,2628.0,4861.0,6250.0
329,23.0,79.91071911370474,-102.18624636360876,1587.0,2628.0,4861.0,6250.0,-1.9096743082007983,2021-07-07 21:50:49,2021-07-07 21:54:19,1614.0,3069.0,5253.0,6703.0,1657.0,2699.0,4792.0,6170.0
330,23.0,79.91080859964262,-102.18622165078312,1657.0,2699.0,4792.0,6170.0,-2.06031192187921,2021-07-07 21:50:49,2021-07-07 21:54:19,1587.0,2628.0,4861.0,6250.0,1776.0,3111.0,5355.0,6785.0
331,23.0,79.91089808557814,-102.18619693751688,1776.0,3111.0,5355.0,6785.0,-1.66513499497282,2021-07-07 21:50:49,2021-07-07 21:54:19,1657.0,2699.0,4792.0,6170.0,1992.0,3565.0,5952.0,7401.0
332,23.0,79.91098757151124,-102.18617222381,1992.0,3565.0,5952.0,7401.0,-1.211368079761433,2021-07-07 21:50:49,2021-07-07 21:54:19,1776.0,3111.0,5355.0,6785.0,3251.0,5072.0,6617.0,7658.0
333,23.0,79.9110813873072,-102.18665823754615,3251.0,5072.0,6617.0,7658.0,-0.8061361015919167,2021-07-07 21:50:49,2021-07-07 21:54:19,1992.0,3565.0,5952.0,7401.0,5270.0,6984.0,7759.0,8577.0
334,24.0,79.8779681544677,-102.14551035707984,4172.0,6065.0,7096.0,8089.0,-0.4980492626708044,2021-07-07 21:50:49,2021-07-07 21:54:19,6067.0,7715.0,8066.0,8802.0,2449.0,4032.0,5824.0,7092.0
335,24.0,79.87805763743457,-102.1454853695753,2449.0,4032.0,5824.0,7092.0,-0.655014521027288,2021-07-07 21:50:49,2021-07-07 21:54:19,4172.0,6065.0,7096.0,8089.0,3407.0,4502.0,6181.0,7207.0
336,24.0,79.87806202938197,-102.14599443112408,3407.0,4502.0,6181.0,7207.0,-0.6746845298407806,2021-07-07 21:50:49,2021-07-07 21:54:19,2449.0,4032.0,5824.0,7092.0,2047.0,2959.0,4444.0,5677.0
337,24.0,79.87815151238605,-102.14596944761692,2047.0,2959.0,4444.0,5677.0,-0.799354336229302,2021-07-07 21:50:49,2021-07-07 21:54:19,3407.0,4502.0,6181.0,7207.0,1484.0,2172.0,3993.0,5494.0
338,24.0,79.87824099538769,-102.14594446366576,1484.0,2172.0,3993.0,5494.0,-1.2182909838381375,2021-07-07 21:50:49,2021-07-07 21:54:19,2047.0,2959.0,4444.0,5677.0,1534.0,2121.0,3963.0,5462.0
339,24.0,79.87833047838691,-102.1459194792706,1534.0,2121.0,3963.0,5462.0,-1.7630920356520807,2021-07-07 21:50:49,2021-07-07 21:54:19,1484.0,2172.0,3993.0,5494.0,1563.0,2142.0,3949.0,5433.0
340,24.0,79.87841996138368,-102.1458944944314,1563.0,2142.0,3949.0,5433.0,-1.7344867595292948,2021-07-07 21:50:49,2021-07-07 21:54:19,1534.0,2121.0,3963.0,5462.0,1576.0,2246.0,4205.0,5704.0
341,24.0,79.87842435270692,-102.1464035741906,1576.0,2246.0,4205.0,5704.0,-1.428170369433537,2021-07-07 21:50:49,2021-07-07 21:54:19,1563.0,2142.0,3949.0,5433.0,1535.0,2282.0,4285.0,5943.0
342,24.0,79.87851383574088,-102.14637859334918,1535.0,2282.0,4285.0,5943.0,-0.5178837941232837,2021-07-07 21:50:49,2021-07-07 21:54:19,1576.0,2246.0,4205.0,5704.0,1540.0,2437.0,4649.0,6310.0
343,25.0,79.85149926858868,-102.11304243014968,5079.0,6981.0,7929.0,8854.0,-0.5128226521828216,2021-07-07 21:50:49,2021-07-07 21:54:19,1577.0,2813.0,4960.0,6662.0,3083.0,5219.0,7008.0,8363.0
344,25.0,79.8515887491576,-102.1130172259605,3083.0,5219.0,7008.0,8363.0,-0.7582318100630432,2021-07-07 21:50:49,2021-07-07 21:54:19,5079.0,6981.0,7929.0,8854.0,1813.0,3993.0,6553.0,8116.0
345,25.0,79.85168267127004,-102.11349975927406,1813.0,3993.0,6553.0,8116.0,-0.9950102055365192,2021-07-07 21:50:49,2021-07-07 21:54:19,3083.0,5219.0,7008.0,8363.0,1870.0,4026.0,6568.0,8102.0
346,25.0,79.85177215187396,-102.11347455860913,1870.0,4026.0,6568.0,8102.0,-1.0754015010609992,2021-07-07 21:50:49,2021-07-07 21:54:19,1813.0,3993.0,6553.0,8116.0,1812.0,4075.0,6480.0,8147.0
347,25.0,79.8518616324754,-102.11344935749752,1812.0,4075.0,6480.0,8147.0,-1.224897273544018,2021-07-07 21:50:49,2021-07-07 21:54:19,1870.0,4026.0,6568.0,8102.0,1716.0,3576.0,6101.0,7820.0
348,25.0,79.85195111307439,-102.11342415593916,1716.0,3576.0,6101.0,7820.0,-1.435358825633088,2021-07-07 21:50:49,2021-07-07 21:54:19,1812.0,4075.0,6480.0,8147.0,1612.0,2960.0,5443.0,7373.0
349,25.0,79.85195555395977,-102.11393190758903,1612.0,2960.0,5443.0,7373.0,-1.5592220804599748,2021-07-07 21:50:49,2021-07-07 21:54:19,1716.0,3576.0,6101.0,7820.0,1658.0,3186.0,5717.0,7554.0
350,25.0,79.85204503459624,-102.113906710002,1658.0,3186.0,5717.0,7554.0,-1.6197732177465365,2021-07-07 21:50:49,2021-07-07 21:54:19,1612.0,2960.0,5443.0,7373.0,2227.0,4041.0,6256.0,7996.0
351,25.0,79.85213451523022,-102.11388151196832,2227.0,4041.0,6256.0,7996.0,-0.9744665389387386,2021-07-07 21:50:49,2021-07-07 21:54:19,1658.0,3186.0,5717.0,7554.0,2567.0,4763.0,6499.0,8023.0
352,25.0,79.85222399586172,-102.11385631348796,2567.0,4763.0,6499.0,8023.0,-0.6671959477269285,2021-07-07 21:50:49,2021-07-07 21:54:19,2227.0,4041.0,6256.0,7996.0,2005.0,3678.0,5972.0,7591.0
353,25.0,79.85231347649075,-102.1138311145609,2005.0,3678.0,5972.0,7591.0,-0.6245970932405498,2021-07-07 21:50:49,2021-07-07 21:54:19,2567.0,4763.0,6499.0,8023.0,2778.0,4517.0,6378.0,7699.0
354,26.0,79.82458238155786,-102.07998081351208,1615.0,2750.0,4958.0,6512.0,-0.4563208074754151,2021-07-07 21:50:49,2021-07-07 21:54:19,4386.0,5844.0,6975.0,8029.0,1627.0,2936.0,5272.0,6917.0
355,26.0,79.82458687347814,-102.08048719909203,1627.0,2936.0,5272.0,6917.0,-0.5315633571517973,2021-07-07 21:50:49,2021-07-07 21:54:19,1615.0,2750.0,4958.0,6512.0,1603.0,2959.0,5404.0,6990.0
356,26.0,79.82467635161618,-102.08046177976011,1603.0,2959.0,5404.0,6990.0,-1.0066973765641678,2021-07-07 21:50:49,2021-07-07 21:54:19,1627.0,2936.0,5272.0,6917.0,1648.0,3010.0,5405.0,7005.0
357,26.0,79.82476582975167,-102.08043635997883,1648.0,3010.0,5405.0,7005.0,-1.3563179776611654,2021-07-07 21:50:49,2021-07-07 21:54:19,1603.0,2959.0,5404.0,6990.0,1694.0,3270.0,5580.0,7154.0
358,26.0,79.82485530788469,-102.08041093974816,1694.0,3270.0,5580.0,7154.0,-1.1094710812522763,2021-07-07 21:50:49,2021-07-07 21:54:19,1648.0,3010.0,5405.0,7005.0,2551.0,4169.0,6030.0,7475.0
359,26.0,79.8249447860152,-102.08038551906807,2551.0,4169.0,6030.0,7475.0,-0.8750417499596086,2021-07-07 21:50:49,2021-07-07 21:54:19,1694.0,3270.0,5580.0,7154.0,2865.0,4364.0,6237.0,7551.0
360,27.0,79.8115488224094,-102.06457537045335,4457.0,5982.0,7270.0,8451.0,-0.5717902387363307,2021-07-07 21:50:49,2021-07-07 21:54:19,5327.0,7244.0,7595.0,8482.0,3678.0,5216.0,6508.0,7776.0
361,27.0,79.8116382993483,-102.06454984610065,3678.0,5216.0,6508.0,7776.0,-0.5976105843072436,2021-07-07 21:50:49,2021-07-07 21:54:19,4457.0,5982.0,7270.0,8451.0,2043.0,3108.0,5126.0,6420.0
362,27.0,79.81172777628467,-102.06452432129726,2043.0,3108.0,5126.0,6420.0,-0.783441878028761,2021-07-07 21:50:49,2021-07-07 21:54:19,3678.0,5216.0,6508.0,7776.0,1716.0,2652.0,4477.0,5944.0
363,27.0,79.81181725321848,-102.0644987960432,1716.0,2652.0,4477.0,5944.0,-1.0164066534046674,2021-07-07 21:50:49,2021-07-07 21:54:19,2043.0,3108.0,5126.0,6420.0,1859.0,3305.0,5384.0,6763.0
364,27.0,79.81182176875936,-102.06500454698757,1859.0,3305.0,5384.0,6763.0,-1.0908604483268554,2021-07-07 21:50:49,2021-07-07 21:54:19,1716.0,2652.0,4477.0,5944.0,2275.0,3783.0,5827.0,7205.0
365,27.0,79.81191124573114,-102.06497902566518,2275.0,3783.0,5827.0,7205.0,-1.094322580873688,2021-07-07 21:50:49,2021-07-07 21:54:19,1859.0,3305.0,5384.0,6763.0,3329.0,5045.0,6739.0,7999.0
366,28.0,79.78039021991789,-102.02650826132891,3923.0,5092.0,5969.0,7140.0,-0.6575604838386487,2021-07-07 21:50:49,2021-07-07 21:54:19,5302.0,7002.0,7615.0,8573.0,1899.0,2936.0,4828.0,6075.0
367,28.0,79.78047969396015,-102.02648248677012,1899.0,2936.0,4828.0,6075.0,-0.5973383731654108,2021-07-07 21:50:49,2021-07-07 21:54:19,3923.0,5092.0,5969.0,7140.0,2050.0,3273.0,5027.0,6248.0
368,28.0,79.78048426749154,-102.02698668632468,2050.0,3273.0,5027.0,6248.0,-0.6784433837950588,2021-07-07 21:50:49,2021-07-07 21:54:19,1899.0,2936.0,4828.0,6075.0,1557.0,2720.0,4588.0,5940.0
369,28.0,79.78057374157208,-102.02696091566702,1557.0,2720.0,4588.0,5940.0,-0.9504669535230852,2021-07-07 21:50:49,2021-07-07 21:54:19,2050.0,3273.0,5027.0,6248.0,1780.0,2920.0,4765.0,6064.0
370,29.0,79.72872319029833,-101.96449144769092,3260.0,5040.0,6366.0,7777.0,-0.956759807520865,2021-07-07 21:50:49,2021-07-07 21:54:19,2720.0,3930.0,5563.0,6724.0,2168.0,3417.0,5662.0,7174.0
371,29.0,79.72881265954304,-101.96446527124526,2168.0,3417.0,5662.0,7174.0,-1.345799909405816,2021-07-07 21:50:49,2021-07-07 21:54:19,3260.0,5040.0,6366.0,7777.0,1824.0,2932.0,5638.0,7162.0
372,29.0,79.72881732763673,-101.96496693358976,1824.0,2932.0,5638.0,7162.0,-1.3197115171946212,2021-07-07 21:50:49,2021-07-07 21:54:19,2168.0,3417.0,5662.0,7174.0,2074.0,3754.0,5800.0,7206.0
373,30.0,79.57951659164017,-101.78861526734264,4282.0,5871.0,6950.0,8040.0,-0.6780901852558369,2021-07-07 21:50:49,2021-07-07 21:54:19,4025.0,5532.0,6906.0,8074.0,1934.0,3688.0,5604.0,6908.0
374,30.0,79.57960604673157,-101.78858798089868,1934.0,3688.0,5604.0,6908.0,-0.7150424540586768,2021-07-07 21:50:49,2021-07-07 21:54:19,4282.0,5871.0,6950.0,8040.0,1655.0,2897.0,4857.0,6261.0
375,30.0,79.57969550182005,-101.78856069398364,1655.0,2897.0,4857.0,6261.0,-0.7887957195738344,2021-07-07 21:50:49,2021-07-07 21:54:19,1934.0,3688.0,5604.0,6908.0,1655.0,2660.0,4505.0,5626.0
376,30.0,79.57978495690564,-101.7885334065976,1655.0,2660.0,4505.0,5626.0,-0.8817569581109233,2021-07-07 21:50:49,2021-07-07 21:54:19,1655.0,2897.0,4857.0,6261.0,1669.0,3095.0,5239.0,6601.0
377,30.0,79.57978989299954,-101.78902789054304,1669.0,3095.0,5239.0,6601.0,-1.0009917930505103,2021-07-07 21:50:49,2021-07-07 21:54:19,1655.0,2660.0,4505.0,5626.0,1911.0,3269.0,5458.0,6969.0
378,30.0,79.57987934812557,-101.7890006068699,1911.0,3269.0,5458.0,6969.0,-1.1288141452142075,2021-07-07 21:50:49,2021-07-07 21:54:19,1669.0,3095.0,5239.0,6601.0,2684.0,4453.0,6220.0,7463.0
379,31.0,79.99632920503834,-101.94934174814456,2537.0,4039.0,6010.0,7480.0,-0.4675271528868103,2021-07-07 21:50:49,2021-07-07 21:54:19,5227.0,6805.0,7595.0,8432.0,1713.0,2862.0,5161.0,6743.0
380,31.0,79.99642336676654,-101.94982965260913,1713.0,2862.0,5161.0,6743.0,-0.5156878121494395,2021-07-07 21:50:49,2021-07-07 21:54:19,2537.0,4039.0,6010.0,7480.0,1581.0,2514.0,4572.0,6023.0
381,31.0,79.99651283333026,-101.94980263100712,1581.0,2514.0,4572.0,6023.0,-0.7038938643915886,2021-07-07 21:50:49,2021-07-07 21:54:19,1713.0,2862.0,5161.0,6743.0,1505.0,2371.0,4258.0,5629.0
382,31.0,79.99660229989122,-101.94977560891935,1505.0,2371.0,4258.0,5629.0,-0.7843249979060034,2021-07-07 21:50:49,2021-07-07 21:54:19,1581.0,2514.0,4572.0,6023.0,1534.0,2335.0,4368.0,5908.0
383,31.0,79.99669176644947,-101.9497485863458,1534.0,2335.0,4368.0,5908.0,-0.7820133350568653,2021-07-07 21:50:49,2021-07-07 21:54:19,1505.0,2371.0,4258.0,5629.0,1545.0,2439.0,4503.0,6061.0
384,31.0,79.99678592758909,-101.95023651207616,1545.0,2439.0,4503.0,6061.0,-0.8190325816222821,2021-07-07 21:50:49,2021-07-07 21:54:19,1534.0,2335.0,4368.0,5908.0,1539.0,2491.0,4593.0,6112.0
385,31.0,79.99687539418471,-101.95020949307586,1539.0,2491.0,4593.0,6112.0,-0.698573891599476,2021-07-07 21:50:49,2021-07-07 21:54:19,1545.0,2439.0,4503.0,6061.0,1518.0,2675.0,4851.0,6353.0
386,31.0,79.99696486077758,-101.95018247358986,1518.0,2675.0,4851.0,6353.0,-0.5555708694313306,2021-07-07 21:50:49,2021-07-07 21:54:19,1539.0,2491.0,4593.0,6112.0,1594.0,2771.0,4967.0,6430.0
387,31.0,79.99705432736772,-101.9501554536181,1594.0,2771.0,4967.0,6430.0,-0.4425748569737974,2021-07-07 21:50:49,2021-07-07 21:54:19,1518.0,2675.0,4851.0,6353.0,1700.0,3009.0,5257.0,6616.0
388,31.0,79.99705902128848,-101.9506704165284,1700.0,3009.0,5257.0,6616.0,-0.4236530311723692,2021-07-07 21:50:49,2021-07-07 21:54:19,1594.0,2771.0,4967.0,6430.0,1741.0,3249.0,5569.0,6811.0
389,31.0,79.99714848791872,-101.95064340061602,1741.0,3249.0,5569.0,6811.0,-0.3984481341080085,2021-07-07 21:50:49,2021-07-07 21:54:19,1700.0,3009.0,5257.0,6616.0,2000.0,3417.0,5479.0,7049.0
390,31.0,79.99723795454622,-101.95061638421792,2000.0,3417.0,5479.0,7049.0,-0.4478417651929212,2021-07-07 21:50:49,2021-07-07 21:54:19,1741.0,3249.0,5569.0,6811.0,2454.0,4352.0,5943.0,7121.0
391,31.0,79.99732742117098,-101.95058936733412,2454.0,4352.0,5943.0,7121.0,-0.5028996120710889,2021-07-07 21:50:49,2021-07-07 21:54:19,2000.0,3417.0,5479.0,7049.0,4283.0,5693.0,6708.0,7832.0
392,32.0,79.85090012216817,-102.11722800212684,4770.0,6563.0,7437.0,8675.0,-0.6113105740652031,2021-07-07 21:50:49,2021-07-07 21:54:19,4979.0,6011.0,6736.0,7928.0,2726.0,4332.0,6214.0,7786.0
393,32.0,79.85098960306976,-102.11720283596536,2726.0,4332.0,6214.0,7786.0,-1.0715786566133232,2021-07-07 21:50:49,2021-07-07 21:54:19,4770.0,6563.0,7437.0,8675.0,1827.0,2903.0,5335.0,7166.0
394,32.0,79.85107908396888,-102.11717766935782,1827.0,2903.0,5335.0,7166.0,-1.2482022232967052,2021-07-07 21:50:49,2021-07-07 21:54:19,2726.0,4332.0,6214.0,7786.0,1767.0,2875.0,5266.0,7224.0
395,32.0,79.85116856486553,-102.1171525023042,1767.0,2875.0,5266.0,7224.0,-1.2973066448818185,2021-07-07 21:50:49,2021-07-07 21:54:19,1827.0,2903.0,5335.0,7166.0,1756.0,3186.0,5665.0,7451.0
396,32.0,79.8511730000088,-102.11766021688555,1756.0,3186.0,5665.0,7451.0,-1.1557742831655926,2021-07-07 21:50:49,2021-07-07 21:54:19,1767.0,2875.0,5266.0,7224.0,1895.0,3736.0,6068.0,7686.0
397,33.0,79.80177922633627,-102.0572157194626,4356.0,5672.0,6672.0,7762.0,-0.3327645202490173,2021-07-07 21:50:49,2021-07-07 21:54:19,3284.0,5185.0,6999.0,8303.0,3794.0,5211.0,6662.0,7620.0
398,33.0,79.8018687027388,-102.05719015620448,3794.0,5211.0,6662.0,7620.0,-0.8412714469823245,2021-07-07 21:50:49,2021-07-07 21:54:19,4356.0,5672.0,6672.0,7762.0,2708.0,4352.0,6092.0,7310.0
