Meltpond index,Latitude,Longtitude,b08 (NIR),b02 (red),b03 (green),b04 (blue),Depth [m],Sentinel Time,IceSat Time,Zenith,Apparent Zenith
1.0,81.90207861666927,-16.50638552062896,1105.0,2062.0,4284.0,4976.0,-1.492536436403321,2021-07-06 16:29:01,2021-07-06 16:08:15,62.287168970649475,62.255392220074356
1.0,81.90216792543148,-16.506336197625018,1113.0,2040.0,4372.0,5168.0,-1.4870899616588866,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2872288521258,62.25545202224729
1.0,81.90225723418729,-16.506286873529586,1134.0,2020.0,4444.0,5200.0,-1.474505335193496,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28728873364375,62.255511824461486
1.0,81.90235349131842,-16.506871486006194,1110.0,2098.0,4432.0,5104.0,-1.3754115263649371,2021-07-06 16:29:01,2021-07-06 16:08:15,62.287282000574365,62.25550510030901
1.0,81.90244280013896,-16.506822166629,1134.0,2176.0,4472.0,5228.0,-1.2959974545545605,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28734188221317,62.255564902643634
1.0,81.90253210895307,-16.506772846160366,1128.0,2340.0,4628.0,5432.0,-0.8927685265073014,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28740176389358,62.2556247050195
1.0,81.90262836539725,-16.50735748405971,1121.0,2458.0,4836.0,5520.0,-0.7561640964724285,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28739503113145,62.255617981173955
2.0,81.89910094334509,-16.4999862216389,3100.0,5284.0,6836.0,7200.0,-0.709251809149456,2021-07-06 16:29:01,2021-07-06 16:08:15,62.286071726110194,62.25429642860508
2.0,81.8991079013182,-16.500619901608854,1834.0,4088.0,6360.0,6904.0,-0.7877657972618338,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28600510974815,62.25422990045912
2.0,81.89919720938678,-16.50057053380199,1439.0,3282.0,5492.0,6064.0,-0.780090498558554,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28606498944061,62.25428970085648
2.0,81.89928651744896,-16.500521164903024,1352.0,2794.0,4888.0,5516.0,-1.0835103644254405,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2861248691747,62.254349501295124
2.0,81.89937582550463,-16.500471794911956,1346.0,2642.0,4696.0,5312.0,-1.142100056658401,2021-07-06 16:29:01,2021-07-06 16:08:15,62.286184748950376,62.254409301774984
2.0,81.89938278273316,-16.50110549666108,1291.0,2344.0,4532.0,5152.0,-1.280711627552532,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28611813273315,62.25434277377429
2.0,81.8994720908601,-16.501056132473888,1280.0,2434.0,4648.0,5332.0,-0.9744199406298668,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28617801258814,62.25440257433339
2.0,81.8995613989806,-16.501006767194674,1324.0,2578.0,4628.0,5340.0,-0.8809903526643121,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2862378924847,62.25446237493371
2.0,81.89956835538675,-16.501640483827977,1289.0,2462.0,4664.0,5284.0,-0.8473593486661335,2021-07-06 16:29:01,2021-07-06 16:08:15,62.286171276374574,62.25439584704027
2.0,81.89965766357847,-16.50159112435307,1360.0,2896.0,5020.0,5652.0,-0.7846620717643293,2021-07-06 16:29:01,2021-07-06 16:08:15,62.286231156350446,62.25445564771982
2.0,81.89974697176375,-16.501541763786214,1796.0,3676.0,5776.0,6104.0,-0.6123241311188514,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2862910363679,62.2545154484406
3.0,81.9047918323413,-16.511464790922354,1780.0,3910.0,5940.0,6460.0,-0.7200218426013406,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28825331126092,62.256475124603526
3.0,81.90488114171343,-16.51141550682308,1360.0,3436.0,5560.0,5836.0,-0.7449785161016372,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288313194356064,62.25653492838761
3.0,81.90497045107918,-16.5113662216328,1252.0,3142.0,5184.0,5672.0,-0.614144914309552,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288373077492835,62.25659473221294
3.0,81.90506670102803,-16.51195108846476,1187.0,2974.0,5308.0,5864.0,-0.5540349703768159,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28836634748423,62.25658801111781
3.0,81.90515601045846,-16.511901807998544,1131.0,2864.0,5060.0,5664.0,-0.6216907381118757,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288426230741834,62.25664781506356
3.0,81.90524531988243,-16.511852526441377,1091.0,2778.0,4992.0,5520.0,-0.7730835666235573,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28848611404101,62.2567076190505
3.0,81.90525225964865,-16.512486694458033,1090.0,2854.0,5244.0,5788.0,-0.7160497633418855,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28841950096117,62.25664109419611
3.0,81.90534156914377,-16.51243741871637,1084.0,2798.0,5204.0,5928.0,-0.7481305914436485,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28847938433964,62.25670089826228
3.0,81.9054308786325,-16.512388141883825,1084.0,2682.0,4928.0,5388.0,-0.7156809462739554,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28853926775971,62.25676070236969
3.0,81.90552018811479,-16.512338863960377,1077.0,2688.0,5132.0,5752.0,-0.817117783266981,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28859915122135,62.25682050651831
3.0,81.90552712713519,-16.512973053787828,1091.0,2840.0,5440.0,6280.0,-0.8002123204822296,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28853253828632,62.25675398180918
3.0,81.9056164366886,-16.512923781680417,1093.0,2854.0,5532.0,6280.0,-0.8339783388443084,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28859242182723,62.256813786037
3.0,81.90570574623558,-16.512874508482177,1064.0,2940.0,5404.0,6040.0,-0.9930270899307556,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288652305409734,62.25687359030605
3.0,81.90580199405066,-16.51345944583278,1054.0,2820.0,5204.0,5756.0,-1.004432162074555,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28864557624359,62.256866870052434
3.0,81.90589130366236,-16.513410177360235,1048.0,2696.0,5092.0,5640.0,-1.0292229282119092,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288705459946954,62.256926674441914
3.0,81.90598061326762,-16.513360907796915,1054.0,2898.0,5428.0,6040.0,-0.9103758944181264,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28876534369189,62.25698647887262
3.0,81.90607686039505,-16.513945870596125,1067.0,2916.0,5564.0,6424.0,-0.9293749941371384,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288758614832986,62.256979758925894
3.0,81.90616617006502,-16.513896605759083,1081.0,2966.0,5580.0,6392.0,-0.9670600193480144,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2888184986988,62.257039563477036
3.0,81.90625547972859,-16.513847339831287,1073.0,2936.0,5460.0,6176.0,-0.963466596392929,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28887838260619,62.2570993680694
3.0,81.90635172616828,-16.51443232808117,1075.0,2782.0,5348.0,6112.0,-0.9380728300170676,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28887165405453,62.25709264842958
3.0,81.90644103589653,-16.51438306688024,1085.0,2806.0,5256.0,6016.0,-0.924607048974729,2021-07-06 16:29:01,2021-07-06 16:08:15,62.288931538082764,62.257152453142346
3.0,81.90653034561836,-16.51433380458858,1118.0,2892.0,5416.0,6068.0,-0.961856397374026,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28899142215259,62.25721225789635
3.0,81.90653728157736,-16.51496807476478,1114.0,2738.0,5200.0,5856.0,-0.8519556762609454,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28892480975905,62.25714573373021
3.0,81.9066265913703,-16.51491881829117,1118.0,2842.0,5364.0,6004.0,-0.8175466337676569,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28898469390817,62.25720553856343
3.0,81.90671590115683,-16.514869560726964,1096.0,2906.0,5400.0,6152.0,-0.884684884255096,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28904457809885,62.25726534343786
3.0,81.90680521093694,-16.514820302072078,1132.0,3050.0,5576.0,6348.0,-0.8579330735508992,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289104462331125,62.2573251483535
3.0,81.90681214614986,-16.515454594065712,1132.0,3050.0,5576.0,6348.0,-0.8120766066862886,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289037850082394,62.25725862433263
3.0,81.90690145600107,-16.515405341229435,1162.0,3138.0,5604.0,6400.0,-0.8024409810447566,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289097734393934,62.25731842932748
3.0,81.90699076584586,-16.51535608730256,1168.0,3154.0,5540.0,6172.0,-0.7663272151595131,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28915761874706,62.25737823436356
3.0,81.9070800756842,-16.515306832285084,1197.0,3212.0,5456.0,5964.0,-0.7558723928091124,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28921750314174,62.25743803944083
3.0,81.90708701015097,-16.515941146097607,1124.0,3144.0,5516.0,5964.0,-0.7540021587573651,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28915089103779,62.25737151556518
3.0,81.90717632006046,-16.515891896899223,1117.0,3094.0,5484.0,6148.0,-0.8741800110204339,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28921077551178,62.25743132072169
3.0,81.90726562996355,-16.515842646610317,1151.0,3116.0,5620.0,6380.0,-0.8434339086510636,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28927066002736,62.25749112591943
3.0,81.90736187358073,-16.516427730863665,1128.0,3070.0,5460.0,6044.0,-0.6869103440990196,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28926393262533,62.257484407427945
3.0,81.90745118354849,-16.51637848530381,1064.0,3056.0,5448.0,6028.0,-0.6409032013747012,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289323817261746,62.25754421274608
3.0,81.9075404935098,-16.516329238653483,1080.0,3034.0,5352.0,6104.0,-0.7574645251769115,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28938370193974,62.25760401810544
3.0,81.90763673643906,-16.516914348367173,1092.0,3014.0,5404.0,6052.0,-0.7110978532918617,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28937697484497,62.257597299920874
3.0,81.90772604646507,-16.516865106446485,1110.0,3060.0,5488.0,6088.0,-0.544557778056471,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289436859643814,62.25765710540066
3.0,81.90781535648466,-16.516815863435347,1124.0,3134.0,5596.0,6312.0,-0.5348257096908409,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28949674448425,62.25771691092166
3.0,81.90791159872586,-16.51740099861144,1142.0,3236.0,5844.0,6508.0,-0.4834800897279375,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28949001769668,62.25771019304396
3.0,81.90800090881012,-16.517351760330552,1186.0,3306.0,5780.0,6488.0,-0.5422760789826987,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28954990265796,62.25776999868538
3.0,81.90809021888798,-16.517302520959216,1248.0,3480.0,5772.0,6444.0,-0.4967524220131343,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289609787660815,62.257829804368015
3.0,81.90809715029216,-16.517936915149928,1230.0,3526.0,5864.0,6400.0,-0.5884185277634081,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28954317609835,62.257763281035366
3.0,81.9081864604411,-16.517887681599746,1260.0,3566.0,5748.0,6260.0,-0.4053053549138743,2021-07-06 16:29:01,2021-07-06 16:08:15,62.289603061180486,62.25782308679721
3.0,81.90827577058363,-16.517838446959242,1253.0,3446.0,5616.0,6172.0,-0.4644194285175673,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28966294630419,62.257882892600264
3.0,81.90836508071973,-16.517789211228372,1273.0,3446.0,5676.0,6280.0,-0.5078044407753736,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28972283146947,62.25794269844453
3.0,81.90837201137751,-16.51842362724458,1256.0,3494.0,5704.0,6336.0,-0.6548508553333253,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28965622005179,62.25787617525712
3.0,81.90846132158471,-16.51837439733537,1261.0,3480.0,5732.0,6268.0,-0.7203362945678086,2021-07-06 16:29:01,2021-07-06 16:08:15,62.28971610529636,62.2579359811806
3.0,81.9085506317855,-16.518325166335895,1562.0,3692.0,5844.0,6332.0,-0.5945007354886653,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2897759905825,62.2579957871453
4.0,81.92652938332314,-16.55262537938642,3404.0,5524.0,7144.0,7400.0,-0.4887453805485834,2021-07-06 16:29:01,2021-07-06 16:08:15,62.296906009415316,62.26511635967959
4.0,81.92653626052584,-16.55326124325728,2046.0,4512.0,6540.0,7132.0,-0.5086565936055826,2021-07-06 16:29:01,2021-07-06 16:08:15,62.296839407682285,62.26504984620479
4.0,81.9266255748928,-16.5532122839047,2058.0,4408.0,6380.0,6900.0,-0.5168310513322331,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2968993037975,62.265109662947836
4.0,81.92671488925339,-16.553163323465363,1752.0,4120.0,6152.0,6516.0,-0.4759892605329646,2021-07-06 16:29:01,2021-07-06 16:08:15,62.296959199954244,62.26516947973204
4.0,81.92681108006032,-16.553750247731173,1487.0,3886.0,6096.0,6680.0,-0.4535967545366014,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29695249456424,62.26516278322782
4.0,81.92690039448532,-16.553701292063305,1444.0,3902.0,5992.0,6688.0,-0.4246625261816386,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29701239084174,62.26522260013236
4.0,81.92698970890397,-16.553652335308733,1507.0,3990.0,6048.0,6576.0,-0.4690882254973478,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29707228716079,62.26528241707807
4.0,81.92708589901886,-16.554239285181925,1684.0,4220.0,6272.0,6756.0,-0.4452387834023311,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29706558207782,62.26527572088055
4.0,81.92717521350193,-16.554190333199404,1676.0,4172.0,6264.0,6680.0,-0.4255776601493684,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297125478517614,62.265335537946584
4.0,81.92726452797865,-16.554141380130176,1676.0,4144.0,6088.0,6644.0,-0.4968866393379754,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297185374998946,62.2653953550538
4.0,81.92736071740144,-16.554728355612788,1879.0,4576.0,6504.0,6892.0,-0.5511379778870363,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29717867022302,62.26538865916297
4.0,81.92745003194257,-16.55467940731625,1796.0,4476.0,6372.0,6932.0,-0.4870727541646472,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29723856682511,62.2654484763905
4.0,81.92753934647736,-16.554630457933033,1780.0,4240.0,6148.0,6672.0,-0.4737569051715944,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297298463468735,62.265508293659224
4.0,81.927635535208,-16.555217459027123,1896.0,4440.0,6368.0,6844.0,-0.5368466102280848,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29729175899985,62.26550159807509
4.0,81.92772484980719,-16.555168514417154,1643.0,4100.0,6044.0,6576.0,-0.574009633963241,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29735165576424,62.265561415464134
4.0,81.92781416440005,-16.55511956872058,1474.0,3884.0,6080.0,6528.0,-0.6461134851652252,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29741155257017,62.26562123289435
4.0,81.92791035243847,-16.555706595428237,1306.0,3580.0,5804.0,6404.0,-0.6745599706578829,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29740484840829,62.2656145376169
4.0,81.92799966709572,-16.555657654505474,1226.0,3504.0,5876.0,6416.0,-0.7252903249569214,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29746474533498,62.265674355167434
4.0,81.92809585437121,-16.556244700967838,1176.0,3126.0,5604.0,6252.0,-0.816688692001342,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29745804140094,62.26566766011755
4.0,81.92818516909284,-16.55619576481939,1182.0,3094.0,5560.0,6308.0,-0.7768035962339239,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29751793844838,62.26572747778842
4.0,81.92827448380811,-16.55614682758449,1170.0,2876.0,5372.0,6140.0,-0.8562910351916612,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297577835537325,62.26578729550043
4.0,81.9283706703913,-16.556733899663982,1170.0,2758.0,5220.0,5992.0,-0.7858158233431014,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29757113191033,62.26578060075724
4.0,81.92845998517095,-16.55668496720399,1180.0,2864.0,5352.0,6160.0,-0.742809207073621,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297631029120026,62.26584041858957
4.0,81.92854929994431,-16.556636033657515,1161.0,2982.0,5524.0,6112.0,-0.7175741194156344,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29769092637129,62.26590023646311
4.0,81.9286454858351,-16.55722313135622,1158.0,3174.0,5748.0,6536.0,-0.7515199161792884,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29768422305129,62.265893542026575
4.0,81.92873480067283,-16.557174202585262,1171.0,3210.0,5628.0,6360.0,-0.6601103425252943,2021-07-06 16:29:01,2021-07-06 16:08:15,62.2977441204233,62.26595336002043
4.0,81.92882411550423,-16.557125272727877,1231.0,3314.0,5708.0,6284.0,-0.658402633961549,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29780401783685,62.26601317805546
4.0,81.9289203007026,-16.557712396047858,1254.0,3464.0,6004.0,6724.0,-0.6106020114929943,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29779731482385,62.26600648392558
4.0,81.92900961559837,-16.557663470966546,1299.0,3932.0,6416.0,7112.0,-0.5510062095821989,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29785721235815,62.26606630208093
4.0,81.92909893048784,-16.55761454479891,1528.0,4384.0,6816.0,7368.0,-0.5274564185158416,2021-07-06 16:29:01,2021-07-06 16:08:15,62.297917109934,62.266126120277455
4.0,81.92919511499372,-16.55820169374218,1316.0,3834.0,6036.0,6556.0,-0.5427887142085274,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29791040722803,62.26611942645427
4.0,81.92928442994756,-16.558152772351175,1399.0,3652.0,5776.0,6236.0,-0.5382879439782055,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29797030492462,62.26617924477111
4.0,81.92937374489506,-16.5581038498739,1386.0,3618.0,5772.0,6152.0,-0.575972495262138,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29803020266273,62.26623906312912
4.0,81.92946992870841,-16.55869102444254,1187.0,3120.0,5680.0,6372.0,-0.5604785722697756,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29802350026378,62.26623236961261
4.0,81.92955924372029,-16.558642106742482,1189.0,3266.0,5760.0,6428.0,-0.6166822692684214,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29808339812265,62.26629218809094
4.0,81.9296485587258,-16.558593187956173,1187.0,3194.0,5552.0,6168.0,-0.6544760159209154,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298143296023035,62.26635200661042
4.0,81.9296554267704,-16.559229301074605,1174.0,3126.0,5556.0,6284.0,-0.6996711288661648,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29807669595151,62.26628549480196
4.0,81.9297447418466,-16.55918038815225,1146.0,3072.0,5540.0,6152.0,-0.718080176379294,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29813659393112,62.2663453134006
4.0,81.9298340569165,-16.559131474143747,1155.0,3026.0,5596.0,6284.0,-0.7758151816585952,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29819649195224,62.26640513204039
4.0,81.929930239274,-16.559718694104806,1136.0,2972.0,5504.0,6288.0,-0.7836771948259872,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29818979008814,62.266398439058115
4.0,81.93001955440823,-16.559669784874615,1140.0,2826.0,5444.0,6180.0,-0.8043748532574809,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29824968823,62.266458257818215
4.0,81.93010886953617,-16.559620874558302,1126.0,2772.0,5312.0,6180.0,-0.8126184476037307,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298309586413424,62.266518076619505
4.0,81.93020505120097,-16.56020812015041,1062.0,2716.0,5164.0,5952.0,-0.8238385364752296,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29830288485633,62.26651138394389
4.0,81.93029436639326,-16.56015921461297,1008.0,2692.0,5052.0,5720.0,-0.7755743166730127,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29836278316048,62.26657120286549
4.0,81.93038368157923,-16.560110307989437,1120.0,2672.0,5260.0,5904.0,-0.8591345018963268,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29842268150617,62.26663102182826
4.0,81.93047986255125,-16.56069757921465,1106.0,2812.0,5272.0,6092.0,-0.8992070059510412,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29841598025605,62.26662432945929
4.0,81.93056917780156,-16.560648677370622,1172.0,2918.0,5552.0,6304.0,-0.8739322007418157,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29847587872248,62.26668414854236
4.0,81.93065849304558,-16.560599774440526,1158.0,2960.0,5432.0,6140.0,-0.8259754914085915,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298535777230455,62.26674396766663
4.0,81.93075467332484,-16.561187071300886,1128.0,2756.0,5128.0,5696.0,-0.7945329104011983,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298529076287366,62.26673727560434
4.0,81.93084398863317,-16.561138173150855,1135.0,2862.0,5228.0,5796.0,-0.7292560728357473,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298588974916065,62.2667970948489
4.0,81.93093330393519,-16.56108927391486,1118.0,3004.0,5440.0,6060.0,-0.6895598560728081,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29864887358629,62.266856914134614
4.0,81.93102948352158,-16.561676596412422,1115.0,3216.0,5708.0,6444.0,-0.6498298734443703,2021-07-06 16:29:01,2021-07-06 16:08:15,62.298642172950196,62.26685022237898
4.0,81.93111879888798,-16.56162770195703,1170.0,3298.0,5768.0,6548.0,-0.6501495688188527,2021-07-06 16:29:01,2021-07-06 16:08:15,62.29870207174119,62.266910041785025
