"Meltpond.index","lat","lon","B08.NIR","B04.red","B03.green","B02.blue","depth_value","depth_sd","NIR.le","Red.le","Green.le","Blue.le","NIR.ri","Red.ri","Green.ri","Blue.ri","NIR.up","Red.up","Green.up","Blue.up","NIR.do","Red.do","Green.do","Blue.do","NIR.up.le","Red.up.le","Green.up.le","Blue.up.le","NIR.up.ri","Red.up.ri","Green.up.ri","Blue.up.ri","NIR.do.le","Red.do.le","Green.do.le","Blue.do.le","NIR.do.ri","Red.do.ri","Green.do.ri","Blue.do.ri","Sentinel.Time","IceSat.Time"
19,82.4396034567574,-17.3654925683979,1241,2374,5296,6776,-0.939032036590679,0.192362581085693,1302,2404,5524,6824,1250,2166,4984,6500,1358,2472,5364,6760,1246,2294,5328,6908,1385,2566,5664,7112,1402,2210,4968,6128,1250,2400,5384,7020,1302,2114,4920,6336,"2021-07-06 16:29:01","2021-07-06 16:08:15"
19,82.4396984872963,-17.3661292089853,1385,2566,5664,7112,-0.722541890385217,0.19001957251382,1322,2676,5488,6980,1358,2472,5364,6760,2150,3940,6592,7924,1302,2404,5524,6824,2840,4220,7060,8100,1587,3204,5928,7328,1298,2206,4976,6080,1241,2374,5296,6776,"2021-07-06 16:29:01","2021-07-06 16:08:15"
19,82.4397878890265,-17.3660864346944,2150,3940,6592,7924,-0.602195088956562,0.200801735436259,2840,4220,7060,8100,1587,3204,5928,7328,5300,6748,8360,9192,1385,2566,5664,7112,6196,7820,9192,9920,4196,5440,8132,8392,1322,2676,5488,6980,1358,2472,5364,6760,"2021-07-06 16:29:01","2021-07-06 16:08:15"
19,82.4398772907521,-17.366043659389,5300,6748,8360,9192,-0.459530501138257,0.195665790420769,6196,7820,9192,9920,4196,5440,8132,8392,6036,8376,8520,9696,2150,3940,6592,7924,6468,8176,9176,9120,6128,7344,8132,8856,2840,4220,7060,8100,1587,3204,5928,7328,"2021-07-06 16:29:01","2021-07-06 16:08:15"
20,81.9779866368074,-16.2138951186921,2760,4884,7224,7992,-0.750890094948953,0.211017870323543,2466,4748,6840,7572,2440,4884,7092,7620,3774,5696,7432,8144,1864,4352,6492,7048,4124,6136,7512,7960,3496,6036,7380,7876,1530,3764,6096,6664,2318,4692,6624,7112,"2021-07-06 16:29:01","2021-07-06 16:08:15"
20,81.9780759082469,-16.2138420888631,3774,5696,7432,8144,-0.703570144707593,0.198547556066035,4124,6136,7512,7960,3496,6036,7380,7876,3496,5840,7288,7744,2760,4884,7224,7992,4892,6904,8076,8320,2914,5356,6988,7336,2466,4748,6840,7572,2440,4884,7092,7620,"2021-07-06 16:29:01","2021-07-06 16:08:15"
20,81.9781651796791,-16.21378905785,3496,5840,7288,7744,-0.655336234420036,0.186741380338297,4892,6904,8076,8320,2914,5356,6988,7336,4096,6372,7572,7916,3774,5696,7432,8144,6116,7788,8520,8768,2506,5008,6804,7256,4124,6136,7512,7960,3496,6036,7380,7876,"2021-07-06 16:29:01","2021-07-06 16:08:15"
20,81.978172580585,-16.2144286817254,4892,6904,8076,8320,-0.634774798832609,0.182661378258358,6472,7768,8336,8608,3496,5840,7288,7744,6116,7788,8520,8768,4124,6136,7512,7960,6932,8272,8664,8896,4096,6372,7572,7916,5348,7084,7948,8320,3774,5696,7432,8144,"2021-07-06 16:29:01","2021-07-06 16:08:15"
20,81.9782618520933,-16.2143756565494,6116,7788,8520,8768,-0.645846714508571,0.17822629019023,6932,8272,8664,8896,4096,6372,7572,7916,6848,8256,8696,8864,4892,6904,8076,8320,6988,8280,8728,8856,5848,7440,7996,8352,6472,7768,8336,8608,3496,5840,7288,7744,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1891565445588,-16.6281398403945,1186,2710,5608,6692,-0.985775421881735,0.174426127251181,1156,2604,5524,6532,1238,2794,5688,6708,1210,2734,5584,6444,1175,2704,5804,6996,1131,2644,5544,6628,1204,2808,5696,6636,1146,2612,5632,6856,1250,2822,5676,6724,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1892458667934,-16.6280900643043,1210,2734,5584,6444,-0.962229484087599,0.176684725666872,1131,2644,5544,6628,1204,2808,5696,6636,1302,2926,5692,6556,1186,2710,5608,6692,1210,2714,5684,6780,1229,2930,5496,6448,1156,2604,5524,6532,1238,2794,5688,6708,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1893351890216,-16.6280402870722,1302,2926,5692,6556,-0.99616249281216,0.171145667956275,1210,2714,5684,6780,1229,2930,5496,6448,1234,3182,5780,6664,1210,2734,5584,6444,1324,2888,5836,7012,1786,3412,5976,6616,1131,2644,5544,6628,1204,2808,5696,6636,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1894312763595,-16.6286476993952,1324,2888,5836,7012,-0.872653347443417,0.168259997073528,1212,2718,5644,6656,1234,3182,5780,6664,1268,3036,5684,6516,1210,2714,5684,6780,1205,2880,5644,6428,1314,3324,5908,6640,1143,2634,5632,6656,1302,2926,5692,6556,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1895205986534,-16.6285979273038,1268,3036,5684,6516,-0.761372698465099,0.180733162940488,1205,2880,5644,6428,1314,3324,5908,6640,1449,3176,5740,6356,1324,2888,5836,7012,1168,3074,5856,6884,2076,3958,6368,6988,1212,2718,5644,6656,1234,3182,5780,6664,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.189609920941,-16.6285481540704,1449,3176,5740,6356,-0.775328040920875,0.189908842992434,1168,3074,5856,6884,2076,3958,6368,6988,2602,4536,6864,7168,1268,3036,5684,6516,1399,3482,6272,7288,4164,5860,7432,7788,1205,2880,5644,6428,1314,3324,5908,6640,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1896166851986,-16.6292053607587,1168,3074,5856,6884,-0.752443692558017,0.184812660038883,1214,2908,5904,6892,1449,3176,5740,6356,1399,3482,6272,7288,1205,2880,5644,6428,1290,3150,6248,7284,2602,4536,6864,7168,1201,2706,5512,6488,1268,3036,5684,6516,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1897060075582,-16.6291555938084,1399,3482,6272,7288,-0.849631811568399,0.178428545981261,1290,3150,6248,7284,2602,4536,6864,7168,1912,3894,6436,7288,1168,3074,5856,6884,1315,3238,6080,7224,4272,5876,7568,7764,1214,2908,5904,6892,1449,3176,5740,6356,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1897953299115,-16.6291058257163,1912,3894,6436,7288,-0.9148800143954,0.155301279954968,1315,3238,6080,7224,4272,5876,7568,7764,3476,5212,7020,7544,1399,3482,6272,7288,1792,3584,5944,6668,5632,7176,8084,8320,1290,3150,6248,7284,2602,4536,6864,7168,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1898846522584,-16.6290560564825,3476,5212,7020,7544,-0.828693229939606,0.186490038672481,1792,3584,5944,6668,5632,7176,8084,8320,5972,7268,8320,8552,1912,3894,6436,7288,3148,5060,6788,7364,7224,8448,8856,8872,1315,3238,6080,7224,4272,5876,7568,7764,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.189891415736,-16.6297132865878,1792,3584,5944,6668,-0.738701223673149,0.185757077325402,1331,2946,5452,6204,3476,5212,7020,7544,3148,5060,6788,7364,1315,3238,6080,7224,1714,3252,5728,6252,5972,7268,8320,8552,1284,2964,5764,6812,1912,3894,6436,7288,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1899807381549,-16.6296635236376,3148,5060,6788,7364,-0.638201354335038,0.175818315167202,1714,3252,5728,6252,5972,7268,8320,8552,4996,6884,8040,8528,1792,3584,5944,6668,3294,4856,6888,7192,7224,8352,9016,8856,1331,2946,5452,6204,3476,5212,7020,7544,"2021-07-06 16:29:01","2021-07-06 16:08:15"
23,82.1900700605676,-16.6296137595456,4996,6884,8040,8528,-0.638307181315261,0.179235516365489,3294,4856,6888,7192,7224,8352,9016,8856,6620,8224,8832,9192,3148,5060,6788,7364,5520,7176,8216,8320,7144,8296,8488,8520,1714,3252,5728,6252,5972,7268,8320,8552,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2373772559551,-16.7184797829576,1301,1906,3830,4732,-2.60190167011713,0.248290864281471,1263,1845,3824,4696,1334,2008,3950,4716,1150,1791,3854,4824,1488,2154,4180,4672,1180,1698,3714,4596,1267,1952,3952,4904,1495,2170,4064,4860,2028,2896,4604,5136,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2374665886413,-16.7184307269376,1150,1791,3854,4824,-2.74979764737995,0.231458363621832,1180,1698,3714,4596,1267,1952,3952,4904,1241,1773,3762,4732,1301,1906,3830,4732,1176,1710,3644,4584,1258,1804,3762,4708,1263,1845,3824,4696,1334,2008,3950,4716,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.237562547572,-16.719042988639,1176,1710,3644,4584,-2.81645871588678,0.209595828037421,1164,1647,3498,4280,1241,1773,3762,4732,1164,1664,3612,4548,1180,1698,3714,4596,1142,1609,3438,4436,1237,1698,3712,4672,1215,1700,3584,4340,1150,1791,3854,4824,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2376518803231,-16.7189939378748,1164,1664,3612,4548,-2.98188589477765,0.232488968274418,1142,1609,3438,4436,1237,1698,3712,4672,1173,1642,3646,4596,1176,1710,3644,4584,1145,1598,3520,4484,1180,1742,3762,4752,1164,1647,3498,4280,1241,1773,3762,4732,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2377412130681,-16.7189448859782,1173,1642,3646,4596,-3.06260061898556,0.236732794870885,1145,1598,3520,4484,1180,1742,3762,4752,1190,1626,3706,4640,1164,1664,3612,4548,1156,1590,3632,4548,1152,1736,3812,4768,1142,1609,3438,4436,1237,1698,3712,4672,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2378371712677,-16.7195571754984,1156,1590,3632,4548,-3.09584045983712,0.230554027226082,1131,1586,3552,4480,1190,1626,3706,4640,1170,1574,3632,4596,1145,1598,3520,4484,1125,1584,3542,4516,1169,1590,3732,4608,1123,1566,3520,4560,1173,1642,3646,4596,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2379265040777,-16.7195081288583,1170,1574,3632,4596,-3.11884298865891,0.222179384739266,1125,1584,3542,4516,1169,1590,3732,4608,1134,1562,3558,4464,1156,1590,3632,4548,1113,1568,3514,4432,1125,1586,3654,4524,1131,1586,3552,4480,1190,1626,3706,4640,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2380158368815,-16.7194590810859,1134,1562,3558,4464,-3.13870523338403,0.223771428215407,1113,1568,3514,4432,1125,1586,3654,4524,1126,1582,3492,4404,1170,1574,3632,4596,1107,1564,3498,4364,1146,1611,3568,4532,1125,1584,3542,4516,1169,1590,3732,4608,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2380224614749,-16.7201204398104,1113,1568,3514,4432,-3.15856747810915,0.225363471691547,1099,1548,3434,4352,1134,1562,3558,4464,1107,1564,3498,4364,1125,1584,3542,4516,1102,1579,3544,4464,1126,1582,3492,4404,1118,1563,3402,4244,1170,1574,3632,4596,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2381117943499,-16.7200713984274,1107,1564,3498,4364,-3.11262680342989,0.227946246326948,1102,1579,3544,4464,1126,1582,3492,4404,1092,1562,3464,4332,1113,1568,3514,4432,1107,1591,3580,4548,1114,1584,3518,4368,1099,1548,3434,4352,1134,1562,3558,4464,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2382011272187,-16.7200223559121,1092,1562,3464,4332,-3.06668612875063,0.230529020962348,1107,1591,3580,4548,1114,1584,3518,4368,1100,1566,3414,4280,1107,1564,3498,4364,1116,1586,3566,4520,1110,1588,3514,4356,1102,1579,3544,4464,1126,1582,3492,4404,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2382904600814,-16.7199733122646,1100,1566,3414,4280,-2.52633628847551,0.227011033895366,1116,1586,3566,4520,1110,1588,3514,4356,1127,1624,3466,4300,1092,1562,3464,4332,1149,1605,3514,4384,1110,1603,3480,4516,1107,1591,3580,4548,1114,1584,3518,4368,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2382970838846,-16.720634694687,1116,1586,3566,4520,-1.98598644820039,0.223493046828384,1123,1596,3668,4644,1100,1566,3414,4280,1149,1605,3514,4384,1107,1591,3580,4548,1124,1582,3588,4484,1127,1624,3466,4300,1123,1612,3592,4552,1092,1562,3464,4332,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2383864168184,-16.7205856574295,1149,1605,3514,4384,-2.43888075137051,0.224858669855591,1124,1582,3588,4484,1127,1624,3466,4300,1173,1678,3676,4520,1116,1586,3566,4520,1139,1637,3554,4396,1144,1700,3754,4528,1123,1596,3668,4644,1100,1566,3414,4280,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.238475749746,-16.7205366190398,1173,1678,3676,4520,-2.67791753653023,0.232329344756913,1139,1637,3554,4396,1144,1700,3754,4528,1168,1726,3776,4716,1149,1605,3514,4384,1113,1724,3668,4604,1235,1768,3898,4752,1124,1582,3588,4484,1127,1624,3466,4300,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2385717056807,-16.72114898564,1113,1724,3668,4604,-2.03634498249901,0.250644500379259,1162,1722,3574,4420,1168,1726,3776,4716,1120,1758,3700,4576,1139,1637,3554,4396,1153,1766,3686,4648,1195,1843,3758,4524,1134,1606,3436,4140,1173,1678,3676,4520,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2386610386733,-16.7210999525087,1120,1758,3700,4576,-2.30857229146496,0.232438572129994,1153,1766,3686,4648,1195,1843,3758,4524,1210,1822,3732,4460,1113,1724,3668,4604,1186,1769,3714,4456,1360,2152,4040,4752,1162,1722,3574,4420,1168,1726,3776,4716,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2387503716597,-16.7210509182453,1210,1822,3732,4460,-2.26033436174498,0.220679807431816,1186,1769,3714,4456,1360,2152,4040,4752,1737,2508,4220,4792,1120,1758,3700,4576,1156,1896,3878,4616,2544,3568,5540,5924,1153,1766,3686,4648,1195,1843,3758,4524,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.238846326863,-16.7216633126731,1156,1896,3878,4616,-2.12135399570302,0.214989685483392,1286,2078,3692,4280,1737,2508,4220,4792,1648,2368,4384,5020,1186,1769,3714,4456,1258,2126,3612,4160,3510,4972,6092,6460,1248,1803,3710,4308,1210,1822,3732,4460,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2389356599144,-16.7216142836687,1648,2368,4384,5020,-1.89985403732363,0.243961628889715,1258,2126,3612,4160,3510,4972,6092,6460,3218,3852,5584,5996,1156,1896,3878,4616,1228,2184,3710,4232,5500,7436,8344,8448,1286,2078,3692,4280,1737,2508,4220,4792,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2390249929597,-16.7215652535323,3218,3852,5584,5996,-1.6766757655423,0.242379104210031,1228,2184,3710,4232,5500,7436,8344,8448,5416,6460,7928,8384,1648,2368,4384,5020,2248,3460,5328,5740,6384,8144,9096,9480,1258,2126,3612,4160,3510,4972,6092,6460,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2391209474314,-16.7221776757899,2248,3460,5328,5740,-1.43606764081029,0.232438056998179,1562,2186,3670,4304,5416,6460,7928,8384,4168,5764,7992,8672,1228,2184,3710,4232,1789,2866,4840,5572,6992,8296,9224,9792,1964,2490,3990,4776,3218,3852,5584,5996,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2392102805417,-16.7221286509132,4168,5764,7992,8672,-1.16227812357887,0.236334432807999,1789,2866,4840,5572,6992,8296,9224,9792,6508,8020,9664,10184,2248,3460,5328,5740,4668,6028,7968,8504,7172,8760,9184,9480,1562,2186,3670,4304,5416,6460,7928,8384,"2021-07-06 16:29:01","2021-07-06 16:08:15"
24,82.2392996136458,-16.7220796249045,6508,8020,9664,10184,-1.06516859291813,0.239620168820505,4668,6028,7968,8504,7172,8760,9184,9480,7556,9192,9800,10184,4168,5764,7992,8672,7524,9120,9768,10080,7200,8792,9312,9528,1789,2866,4840,5572,6992,8296,9224,9792,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.269277052713,-16.7888992572406,4804,5992,7400,7880,-1.04388468940982,0.178705608618173,4764,6112,7436,8000,4660,5996,6876,7624,2948,4544,6532,7412,6644,7988,8552,8984,2068,3646,5976,6952,3644,4908,6932,7396,6884,8080,8560,8968,6728,7960,8376,8880,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2693663934169,-16.7888508050648,2948,4544,6532,7412,-1.1683692024572,0.234166583745649,2068,3646,5976,6952,3644,4908,6932,7396,1730,3422,5840,7084,4804,5992,7400,7880,1251,2618,5056,6028,2588,4324,6332,7444,4764,6112,7436,8000,4660,5996,6876,7624,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2694557341148,-16.7888023517657,1730,3422,5840,7084,-1.23536981660092,0.238258953108318,1251,2618,5056,6028,2588,4324,6332,7444,1192,2208,5020,6080,2948,4544,6532,7412,1230,1940,4240,5120,1144,2570,5576,6716,2068,3646,5976,6952,3644,4908,6932,7396,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.269462252059,-16.7894664430975,1251,2618,5056,6028,-1.27093492085396,0.239186457260572,1231,2198,4352,5532,1730,3422,5840,7084,1230,1940,4240,5120,2068,3646,5976,6952,1273,1766,3800,4956,1192,2208,5020,6080,1894,2952,5124,6220,2948,4544,6532,7412,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2695515928272,-16.7894179962612,1230,1940,4240,5120,-1.51287557491567,0.245126544488402,1273,1766,3800,4956,1192,2208,5020,6080,1213,1727,3756,4992,1251,2618,5056,6028,1214,1658,3724,4932,1218,1940,4200,5480,1231,2198,4352,5532,1730,3422,5840,7084,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2696409335895,-16.7893695483017,1213,1727,3756,4992,-2.10790487738354,0.21227798944388,1214,1658,3724,4932,1218,1940,4200,5480,1169,1542,3808,4940,1230,1940,4240,5120,1196,1478,3632,4748,1154,1672,4236,5368,1273,1766,3800,4956,1192,2208,5020,6080,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2697302743458,-16.7893210992191,1169,1542,3808,4940,-2.41550511133811,0.223092353669913,1196,1478,3632,4748,1154,1672,4236,5368,1160,1530,3562,4848,1213,1727,3756,4992,1174,1471,3440,4620,1163,1580,3866,5200,1214,1658,3724,4932,1218,1940,4200,5480,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2697367914927,-16.7899852144325,1196,1478,3632,4748,-2.46915824047565,0.255420009998706,1213,1491,3556,4628,1169,1542,3808,4940,1174,1471,3440,4620,1214,1658,3724,4932,1260,1492,3446,4572,1160,1530,3562,4848,1211,1588,3512,4784,1213,1727,3756,4992,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2698261323193,-16.7899367718132,1174,1471,3440,4620,-2.52879925910634,0.186395519841623,1260,1492,3446,4572,1160,1530,3562,4848,1162,1491,3498,4608,1196,1478,3632,4748,1180,1564,3554,4588,1173,1487,3464,4656,1213,1491,3556,4628,1169,1542,3808,4940,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2699154731399,-16.7898883280709,1162,1491,3498,4608,-2.33221980387206,0.200918573565769,1180,1564,3554,4588,1173,1487,3464,4656,1168,1463,3428,4536,1174,1471,3440,4620,1107,1552,3530,4508,1181,1461,3482,4628,1260,1492,3446,4572,1160,1530,3562,4848,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2700048139546,-16.7898398832054,1168,1463,3428,4536,-2.2651684260793,0.232848415135142,1107,1552,3530,4508,1181,1461,3482,4628,1203,1502,3420,4536,1162,1491,3498,4608,1192,1631,3518,4604,1149,1494,3580,4740,1180,1564,3554,4588,1173,1487,3464,4656,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2700113303041,-16.7905040223021,1107,1552,3530,4508,-2.19083438650191,0.215762640300609,1107,1552,3530,4508,1168,1463,3428,4536,1192,1631,3518,4604,1180,1564,3554,4588,1192,1631,3518,4604,1203,1502,3420,4536,1180,1564,3554,4588,1162,1491,3498,4608,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2701006711891,-16.7904555839006,1192,1631,3518,4604,-1.95115678809301,0.201239425197502,1192,1631,3518,4604,1203,1502,3420,4536,1262,1882,3872,4780,1107,1552,3530,4508,1262,1882,3872,4780,1286,1617,3708,4752,1107,1552,3530,4508,1168,1463,3428,4536,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2701900120681,-16.7904071443761,1262,1882,3872,4780,-1.59855344254207,0.225485210044209,1262,1882,3872,4780,1286,1617,3708,4752,1430,2210,4196,4972,1192,1631,3518,4604,1430,2210,4196,4972,1306,1728,3858,4672,1192,1631,3518,4604,1203,1502,3420,4536,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2702793529412,-16.7903587037285,1430,2210,4196,4972,-1.4128418999434,0.211294836234158,1430,2210,4196,4972,1306,1728,3858,4672,2996,4184,5332,6048,1262,1882,3872,4780,2996,4184,5332,6048,1421,2164,4040,4736,1262,1882,3872,4780,1286,1617,3708,4752,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2702858684933,-16.79102286671,1430,2210,4196,4972,-1.32001575737643,0.201663085429096,2190,3166,5428,6016,1430,2210,4196,4972,2996,4184,5332,6048,1262,1882,3872,4780,5064,6484,7532,8208,2996,4184,5332,6048,1607,2450,4364,5120,1262,1882,3872,4780,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.2703752094366,-16.7909744325271,2996,4184,5332,6048,-1.02446585518046,0.200560631890084,5064,6484,7532,8208,2996,4184,5332,6048,4896,6192,7420,7864,1430,2210,4196,4972,7084,8784,9504,9888,4896,6192,7420,7864,2190,3166,5428,6016,1430,2210,4196,4972,"2021-07-06 16:29:01","2021-07-06 16:08:15"
25,82.270464550374,-16.7909259972212,4896,6192,7420,7864,-0.646905263347326,0.197394547380599,7084,8784,9504,9888,4896,6192,7420,7864,6064,7572,8464,8984,2996,4184,5332,6048,6572,8172,8656,9288,6064,7572,8464,8984,5064,6484,7532,8208,2996,4184,5332,6048,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9005117115387,-16.5027872776018,2560,4952,6680,7040,-0.85808652988089,0.194140526727373,1944,4208,6156,6548,3618,5936,7256,7696,1376,3664,5740,6340,4484,6580,7836,7908,1326,3230,5376,6104,1986,4484,6400,6736,2810,5260,7004,7424,5332,6904,7836,8120,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9006079736193,-16.5033717237888,1326,3230,5376,6104,-0.822536966636868,0.194260691583742,1240,2882,5144,5848,1376,3664,5740,6340,1192,2836,5152,5796,1944,4208,6156,6548,1199,2656,5060,5608,1233,3070,5396,6044,1363,3300,5588,5996,2560,4952,6680,7040,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9006972820187,-16.5033223768537,1192,2836,5152,5796,-0.842165842014246,0.216768848652566,1199,2656,5060,5608,1233,3070,5396,6044,1153,2716,5080,5716,1326,3230,5376,6104,1125,2592,4992,5588,1185,2864,5456,6104,1240,2882,5144,5848,1376,3664,5740,6340,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9007865904117,-16.5032730288269,1153,2716,5080,5716,-0.953283014973838,0.195989788186518,1125,2592,4992,5588,1185,2864,5456,6104,1169,2614,4944,5624,1192,2836,5152,5796,1125,2484,4876,5640,1203,2810,5244,5892,1199,2656,5060,5608,1233,3070,5396,6044,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9007935433416,-16.5039068426436,1125,2592,4992,5588,-1.03753791322264,0.201677134165227,1117,2466,4972,5696,1153,2716,5080,5716,1125,2484,4876,5640,1199,2656,5060,5608,1111,2390,4920,5732,1169,2614,4944,5624,1145,2544,5052,5768,1192,2836,5152,5796,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9008828518058,-16.5038575004234,1125,2484,4876,5640,-1.15350254781583,0.192607437009473,1111,2390,4920,5732,1169,2614,4944,5624,1126,2394,4812,5540,1125,2592,4992,5588,1100,2328,4848,5732,1182,2494,4920,5616,1117,2466,4972,5696,1153,2716,5080,5716,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9009721602635,-16.5038081571115,1126,2394,4812,5540,-1.11341315661474,0.196728675821799,1100,2328,4848,5732,1182,2494,4920,5616,1116,2320,4764,5500,1125,2484,4876,5640,1086,2236,4808,5556,1164,2430,4940,5708,1111,2390,4920,5732,1169,2614,4944,5624,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9010614687148,-16.5037588127078,1116,2320,4764,5500,-1.0892313965611,0.191947093336257,1086,2236,4808,5556,1164,2430,4940,5708,1084,2284,4572,5208,1126,2394,4812,5540,1064,2166,4704,5408,1090,2410,4816,5364,1100,2328,4848,5732,1182,2494,4920,5616,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9010684208997,-16.5043926483123,1086,2236,4808,5556,-1.03243678611401,0.198062962256811,1087,2166,4828,5668,1116,2320,4764,5500,1064,2166,4704,5408,1100,2328,4848,5732,1081,2116,4764,5644,1084,2284,4572,5208,1112,2250,4896,5732,1126,2394,4812,5540,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9011577294222,-16.5043433097158,1064,2166,4704,5408,-1.11273064037764,0.196525619101122,1081,2116,4764,5644,1084,2284,4572,5208,1099,2166,4484,5312,1086,2236,4808,5556,1096,2126,4460,5224,1100,2268,4576,5436,1087,2166,4828,5668,1116,2320,4764,5500,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9012470379383,-16.5042939700277,1099,2166,4484,5312,-1.27773887784921,0.193489088789739,1096,2126,4460,5224,1100,2268,4576,5436,1138,2162,4660,5500,1064,2166,4704,5408,1113,2116,4564,5404,1140,2226,4664,5360,1081,2116,4764,5644,1084,2284,4572,5208,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9013363464479,-16.5042446292478,1138,2162,4660,5500,-1.37255261369815,0.200004415444341,1113,2116,4564,5404,1140,2226,4664,5360,1145,2076,4600,5628,1099,2166,4484,5312,1123,2028,4596,5496,1149,2152,4540,5228,1096,2126,4460,5224,1100,2268,4576,5436,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9013432978878,-16.5048784866415,1113,2116,4564,5404,-1.37340878098803,0.194388339951837,1094,2074,4528,5416,1138,2162,4660,5500,1123,2028,4596,5496,1096,2126,4460,5224,1101,2024,4560,5540,1145,2076,4600,5628,1094,2096,4488,5188,1099,2166,4484,5312,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.9014326064687,-16.5048291516694,1123,2028,4596,5496,-1.43589291609216,0.195520794576737,1101,2024,4560,5540,1145,2076,4600,5628,1117,1960,4420,5100,1113,2116,4564,5404,1104,1956,4296,4996,1135,1996,4456,5208,1094,2074,4528,5416,1138,2162,4660,5500,"2021-07-06 16:29:01","2021-07-06 16:08:15"
3,81.901521915043,-16.5047798156056,1117,1960,4420,5100,-1.43893926294543,0.196199368168978,1104,1956,4296,4996,1135,1996,4456,5208,1103,1947,4256,4996,1123,2028,4596,5496,1107,1906,4296,5036,1117,1980,4256,4932,1101,2024,4560,5540,1145,2076,4600,5628,"2021-07-06 16:29:01","2021-07-06 16:08:15"
