"Meltpond.index","lat","lon","B08.NIR","B04.red","B03.green","B02.blue","depth_value","depth_sd","NIR.le","Red.le","Green.le","Blue.le","NIR.ri","Red.ri","Green.ri","Blue.ri","NIR.up","Red.up","Green.up","Blue.up","NIR.do","Red.do","Green.do","Blue.do","NIR.up.le","Red.up.le","Green.up.le","Blue.up.le","NIR.up.ri","Red.up.ri","Green.up.ri","Blue.up.ri","NIR.do.le","Red.do.le","Green.do.le","Blue.do.le","NIR.do.ri","Red.do.ri","Green.do.ri","Blue.do.ri","Sentinel.Time","IceSat.Time"
15,81.9787623442258,-17.0002430715321,1099,2562,4976,5728,-0.85144418186073,0.16081898493037,1110,2682,5112,5876,1100,2512,4928,5620,1097,2624,5000,5720,1096,2472,4796,5408,1107,2710,5028,5792,1099,2588,5016,5720,1106,2500,4904,5596,1098,2440,4696,5344,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9781274812234,-16.9939264559247,2058,4304,6200,6620,-0.686423649704091,0.196718463032647,2068,4292,6336,6880,1612,3878,5796,6528,1185,2978,5508,6376,3614,5660,7004,7512,1137,2950,5528,6304,1111,2920,5252,5972,3776,5904,7232,7484,2848,4932,6612,7064,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9782168461397,-16.993882052562,1185,2978,5508,6376,-0.706218886468472,0.198484083973528,1137,2950,5528,6304,1111,2920,5252,5972,1107,2670,5152,6048,2058,4304,6200,6620,1092,2638,5060,5772,1080,2668,5016,5848,2068,4292,6336,6880,1612,3878,5796,6528,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9783062110508,-16.9938376482068,1107,2670,5152,6048,-0.783578193621785,0.19595536774835,1092,2638,5060,5772,1080,2668,5016,5848,1101,2434,4944,5708,1185,2978,5508,6376,1100,2400,4816,5492,1093,2438,4936,5720,1137,2950,5528,6304,1111,2920,5252,5972,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9783955759567,-16.993793242859,1101,2434,4944,5708,-0.947596499668129,0.203086297898392,1100,2400,4816,5492,1093,2438,4936,5720,1103,2262,4852,5700,1107,2670,5152,6048,1100,2218,4696,5440,1104,2308,4784,5672,1092,2638,5060,5772,1080,2668,5016,5848,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9784017728909,-16.994433554571,1100,2400,4816,5492,-1.07885383436783,0.195543648356986,1099,2354,4744,5560,1101,2434,4944,5708,1100,2218,4696,5440,1092,2638,5060,5772,1088,2214,4672,5352,1103,2262,4852,5700,1099,2584,4936,5760,1107,2670,5152,6048,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9784911378614,-16.9943891552818,1100,2218,4696,5440,-1.24708360220657,0.186878045381158,1088,2214,4672,5352,1103,2262,4852,5700,1104,2144,4504,5368,1100,2400,4816,5492,1084,2148,4640,5396,1103,2170,4616,5484,1099,2354,4744,5560,1101,2434,4944,5708,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9785805028267,-16.9943447550002,1104,2144,4504,5368,-1.36832217491505,0.193543493407262,1084,2148,4640,5396,1103,2170,4616,5484,1087,2078,4388,5172,1100,2218,4696,5440,1074,2088,4540,5328,1093,2096,4476,5220,1088,2214,4672,5352,1103,2262,4852,5700,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9786698677868,-16.994300353726,1087,2078,4388,5172,-1.4293882590631,0.187483480680686,1074,2088,4540,5328,1093,2096,4476,5220,1100,2042,4364,5204,1104,2144,4504,5368,1095,2048,4444,5276,1092,2050,4352,5092,1084,2148,4640,5396,1103,2170,4616,5484,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9786760639419,-16.9949406875845,1074,2088,4540,5328,-1.47456169753806,0.183749836468845,1074,2106,4560,5340,1087,2078,4388,5172,1095,2048,4444,5276,1084,2148,4640,5396,1081,2072,4540,5288,1100,2042,4364,5204,1081,2158,4572,5364,1104,2144,4504,5368,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9787654289666,-16.9948962923695,1095,2048,4444,5276,-1.49918410830117,0.193141695091944,1081,2072,4540,5288,1100,2042,4364,5204,1089,2056,4460,5264,1074,2088,4540,5328,1087,2072,4544,5312,1096,2058,4500,5392,1074,2106,4560,5340,1087,2078,4388,5172,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9788547939861,-16.9948518961621,1089,2056,4460,5264,-1.51126438235826,0.197412757519894,1087,2072,4544,5312,1096,2058,4500,5392,1087,2078,4572,5344,1095,2048,4444,5276,1088,2120,4612,5420,1085,2076,4488,5368,1081,2072,4540,5288,1100,2042,4364,5204,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9789441590003,-16.9948074989623,1087,2078,4572,5344,-1.49377846826419,0.203299572095219,1088,2120,4612,5420,1085,2076,4488,5368,1096,2108,4552,5304,1089,2056,4460,5264,1102,2174,4612,5376,1084,2100,4468,5232,1087,2072,4544,5312,1096,2058,4500,5392,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9789503543763,-16.9954478549685,1088,2120,4612,5420,-1.4848386015838,0.202204358467653,1085,2212,4704,5460,1087,2078,4572,5344,1102,2174,4612,5376,1087,2072,4544,5312,1094,2258,4708,5500,1096,2108,4552,5304,1085,2150,4612,5336,1089,2056,4460,5264,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9790397194552,-16.9954034638284,1102,2174,4612,5376,-1.41512334740657,0.203121274678962,1094,2258,4708,5500,1096,2108,4552,5304,1121,2230,4648,5296,1088,2120,4612,5420,1105,2306,4608,5240,1118,2206,4668,5396,1085,2212,4704,5460,1087,2078,4572,5344,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9791290845289,-16.995359071696,1121,2230,4648,5296,-1.31624169007108,0.200554353365774,1105,2306,4608,5240,1118,2206,4668,5396,1106,2378,4856,5532,1102,2174,4612,5376,1080,2448,4716,5256,1115,2394,4876,5584,1094,2258,4708,5500,1096,2108,4552,5304,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9792184495973,-16.9953146785712,1106,2378,4856,5532,-1.24169398840352,0.207648330828444,1080,2448,4716,5256,1115,2394,4876,5584,1084,2668,5176,5884,1121,2230,4648,5296,1078,2698,5116,5716,1100,2664,5180,5928,1105,2306,4608,5240,1118,2206,4668,5396,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9792246441941,-16.9959550567266,1080,2448,4716,5256,-1.13662566797755,0.198831150932804,1085,2526,4848,5296,1106,2378,4856,5532,1078,2698,5116,5716,1105,2306,4608,5240,1084,2734,5036,5488,1084,2668,5176,5884,1102,2418,4792,5440,1121,2230,4648,5296,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9793140093271,-16.9959106696621,1078,2698,5116,5716,-1.03619918735972,0.194578881813102,1084,2734,5036,5488,1084,2668,5176,5884,1186,3044,5440,6020,1080,2448,4716,5256,1131,3056,5220,5672,1182,3072,5584,6228,1085,2526,4848,5296,1106,2378,4856,5532,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.979403374455,-16.9958662816053,1186,3044,5440,6020,-0.737760581868648,0.205880318854596,1131,3056,5220,5672,1182,3072,5584,6228,1333,3564,5980,6580,1078,2698,5116,5716,1264,3500,5744,6308,1283,3562,6008,6736,1084,2734,5036,5488,1084,2668,5176,5884,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9794989333951,-16.9964622928623,1264,3500,5744,6308,-0.629328415077412,0.212994024183757,1176,3366,5628,6228,1333,3564,5980,6580,1605,3964,6196,6884,1131,3056,5220,5672,1327,3588,5852,6480,1870,4196,6468,7024,1129,3068,5296,5884,1186,3044,5440,6020,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9795882985824,-16.996417909874,1605,3964,6196,6884,-0.505687672352571,0.188887966455381,1327,3588,5852,6480,1870,4196,6468,7024,1947,4312,6512,7024,1264,3500,5744,6308,1417,3648,5992,6568,2662,4896,6824,7280,1176,3366,5628,6228,1333,3564,5980,6580,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9796776637644,-16.9963735258935,1947,4312,6512,7024,-0.469203487126581,0.194079418341723,1417,3648,5992,6568,2662,4896,6824,7280,1542,3874,5972,6516,1605,3964,6196,6884,1163,3394,5672,6312,2560,4724,6532,7088,1327,3588,5852,6480,1870,4196,6468,7024,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9797670289412,-16.9963291409207,1542,3874,5972,6516,-0.445744889909864,0.200440075791283,1163,3394,5672,6312,2560,4724,6532,7088,1199,3280,5376,5820,1947,4312,6512,7024,1200,3208,5416,5964,1363,3610,5756,6312,1417,3648,5992,6568,2662,4896,6824,7280,"2021-07-10 16:09:01","2021-07-10 15:59:56"
16,81.9797732219794,-16.996969563379,1163,3394,5672,6312,-0.435516185643491,0.204869064769773,1202,3358,5588,6224,1542,3874,5972,6516,1200,3208,5416,5964,1417,3648,5992,6568,1193,3132,5436,5956,1199,3280,5376,5820,1301,3518,5872,6468,1947,4312,6512,7024,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9728157721743,-16.9836893975716,1479,3602,5828,6440,-0.665093279802486,0.197058324499605,1434,3740,5864,6380,1278,3242,5496,6180,1208,3090,5468,6308,3172,5208,6672,6976,1220,3314,5628,6284,1179,2930,5400,6040,2944,4940,6568,6900,2090,3996,5852,6472,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9729051359943,-16.9836449107693,1208,3090,5468,6308,-0.722066575189641,0.202646831624029,1220,3314,5628,6284,1179,2930,5400,6040,1144,2742,5200,5996,1479,3602,5828,6440,1132,2880,5288,5972,1127,2618,5076,5964,1434,3740,5864,6380,1278,3242,5496,6180,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9729944998089,-16.9836004229732,1144,2742,5200,5996,-0.84826160403996,0.201790524947645,1132,2880,5288,5972,1127,2618,5076,5964,1128,2486,4924,5696,1208,3090,5468,6308,1148,2664,5060,5760,1107,2384,4828,5596,1220,3314,5628,6284,1179,2930,5400,6040,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9730007124038,-16.9842402987383,1132,2880,5288,5972,-0.951889889867986,0.195742236198781,1132,2880,5288,5972,1144,2742,5200,5996,1148,2664,5060,5760,1220,3314,5628,6284,1148,2664,5060,5760,1128,2486,4924,5696,1220,3314,5628,6284,1208,3090,5468,6308,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9730900762833,-16.9841958169898,1148,2664,5060,5760,-1.15360683356256,0.200897902133855,1148,2664,5060,5760,1128,2486,4924,5696,1138,2474,4940,5660,1132,2880,5288,5972,1138,2474,4940,5660,1124,2326,4744,5616,1132,2880,5288,5972,1144,2742,5200,5996,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9731794401575,-16.9841513342477,1138,2474,4940,5660,-1.18410285931124,0.204101112371468,1138,2474,4940,5660,1124,2326,4744,5616,1131,2316,4724,5276,1148,2664,5060,5760,1131,2316,4724,5276,1117,2238,4628,5324,1148,2664,5060,5760,1128,2486,4924,5696,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9732688040263,-16.9841068505119,1131,2316,4724,5276,-1.14863517100045,0.198748186297651,1131,2316,4724,5276,1117,2238,4628,5324,1117,2328,4852,5608,1138,2474,4940,5660,1117,2328,4852,5608,1123,2274,4724,5584,1138,2474,4940,5660,1124,2326,4744,5616,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9732750158433,-16.9847467483949,1131,2316,4724,5276,-1.10189663739857,0.193479529203439,1128,2570,5000,5708,1131,2316,4724,5276,1117,2328,4852,5608,1138,2474,4940,5660,1124,2506,4956,5816,1117,2328,4852,5608,1122,2744,5328,6152,1138,2474,4940,5660,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.973364379777,-16.9847022707072,1117,2328,4852,5608,-1.11192290365551,0.201121615159376,1124,2506,4956,5816,1117,2328,4852,5608,1102,2372,4872,5628,1131,2316,4724,5276,1101,2386,4828,5588,1102,2372,4872,5628,1128,2570,5000,5708,1131,2316,4724,5276,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9734537437054,-16.984657792026,1102,2372,4872,5628,-1.13283919409255,0.18518356998448,1101,2386,4828,5588,1102,2372,4872,5628,1095,2422,4836,5608,1117,2328,4852,5608,1093,2346,4632,5184,1095,2422,4836,5608,1124,2506,4956,5816,1117,2328,4852,5608,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9735431076285,-16.9846133123512,1095,2422,4836,5608,-1.0637283107336,0.197540950320565,1093,2346,4632,5184,1095,2422,4836,5608,1097,2616,5156,5892,1102,2372,4872,5628,1104,2470,4940,5516,1097,2616,5156,5892,1101,2386,4828,5588,1102,2372,4872,5628,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9735493186675,-16.9852532323536,1093,2346,4632,5184,-1.02287799502854,0.203357524401722,1105,2366,4712,5368,1095,2422,4836,5608,1104,2470,4940,5516,1101,2386,4828,5588,1108,2450,4920,5604,1097,2616,5156,5892,1110,2472,4896,5696,1102,2372,4872,5628,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9736386826554,-16.9852087587274,1104,2470,4940,5516,-0.897382708332075,0.199623486105574,1108,2450,4920,5604,1097,2616,5156,5892,1111,2556,5192,6000,1093,2346,4632,5184,1109,2576,5200,6024,1110,2642,5144,5944,1105,2366,4712,5368,1095,2422,4836,5608,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.973728046638,-16.9851642841078,1111,2556,5192,6000,-0.788122277137773,0.191067614696882,1109,2576,5200,6024,1110,2642,5144,5944,1111,2622,5184,5880,1104,2470,4940,5516,1120,2678,5308,5992,1111,2642,5076,5856,1108,2450,4920,5604,1097,2616,5156,5892,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9738174106155,-16.9851198084946,1111,2622,5184,5880,-0.743570814240477,0.184266404735164,1120,2678,5308,5992,1111,2642,5076,5856,1111,2630,5152,5940,1111,2556,5192,6000,1124,2656,5192,5980,1110,2622,5032,5772,1109,2576,5200,6024,1110,2642,5144,5944,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9738236208763,-16.9857597506178,1120,2678,5308,5992,-0.797588748943705,0.193113344110097,1121,2732,5288,6008,1111,2622,5184,5880,1124,2656,5192,5980,1109,2576,5200,6024,1123,2748,5212,5940,1111,2630,5152,5940,1109,2620,5160,5968,1111,2556,5192,6000,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9739129849184,-16.9857152810539,1124,2656,5192,5980,-0.84825322973402,0.199514586948167,1123,2748,5212,5940,1111,2630,5152,5940,1114,2488,4848,5588,1120,2678,5308,5992,1115,2608,4928,5776,1110,2488,4936,5680,1121,2732,5288,6008,1111,2622,5184,5880,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9740023489554,-16.9856708104964,1114,2488,4848,5588,-1.14740215789009,0.201468258412407,1115,2608,4928,5776,1110,2488,4936,5680,1107,2344,4620,5296,1124,2656,5192,5980,1104,2396,4680,5372,1100,2374,4804,5652,1123,2748,5212,5940,1111,2630,5152,5940,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.974091712987,-16.9856263389456,1107,2344,4620,5296,-1.21174109361722,0.202120083315012,1104,2396,4680,5372,1100,2374,4804,5652,1096,2224,4500,5216,1114,2488,4848,5588,1108,2272,4572,5240,1095,2272,4640,5448,1115,2608,4928,5776,1110,2488,4936,5680,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9740979224696,-16.986266303191,1104,2396,4680,5372,-1.26012169909644,0.19714402548663,1118,2620,5028,5776,1107,2344,4620,5296,1108,2272,4572,5240,1115,2608,4928,5776,1126,2442,4832,5504,1096,2224,4500,5216,1122,2828,5344,6172,1114,2488,4848,5588,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9741872865661,-16.9862218376899,1108,2272,4572,5240,-1.31553161659782,0.202202639567311,1126,2442,4832,5504,1096,2224,4500,5216,1107,2196,4516,5256,1104,2396,4680,5372,1101,2334,4748,5452,1097,2158,4528,5256,1118,2620,5028,5776,1107,2344,4620,5296,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9742766506572,-16.9861773711954,1107,2196,4516,5256,-1.41156345673846,0.202865825744882,1101,2334,4748,5452,1097,2158,4528,5256,1087,2152,4472,5328,1108,2272,4572,5240,1089,2252,4696,5452,1084,2108,4484,5320,1126,2442,4832,5504,1096,2224,4500,5216,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9743722234475,-16.9867728900766,1089,2252,4696,5452,-1.49780076925808,0.207049015841171,1096,2350,4872,5672,1087,2152,4472,5328,1082,2194,4636,5364,1101,2334,4748,5452,1081,2246,4688,5440,1084,2122,4476,5220,1098,2496,4980,5720,1107,2196,4516,5256,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9744615875982,-16.986728428639,1082,2194,4636,5364,-1.46920403722422,0.204735894057895,1081,2246,4688,5440,1084,2122,4476,5220,1083,2156,4544,5276,1089,2252,4696,5452,1081,2182,4564,5276,1082,2122,4452,5200,1096,2350,4872,5672,1087,2152,4472,5328,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9745509517436,-16.9866839662081,1083,2156,4544,5276,-1.42058284449706,0.206645400600809,1081,2182,4564,5276,1082,2122,4452,5200,1083,2144,4576,5360,1082,2194,4636,5364,1081,2144,4532,5252,1081,2152,4608,5388,1081,2246,4688,5440,1084,2122,4476,5220,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9746403158837,-16.9866395027839,1083,2144,4576,5360,-1.43875277695927,0.204366332957539,1081,2144,4532,5252,1081,2152,4608,5388,1090,2206,4712,5560,1083,2156,4544,5276,1079,2176,4596,5292,1093,2284,4840,5620,1081,2182,4564,5276,1082,2122,4452,5200,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9746465238099,-16.9872795112781,1081,2144,4532,5252,-1.41467240577422,0.205790448928076,1082,2154,4628,5348,1083,2144,4576,5360,1079,2176,4596,5292,1081,2182,4564,5276,1082,2144,4564,5332,1090,2206,4712,5560,1082,2208,4596,5432,1083,2156,4544,5276,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9747358880148,-16.9872350539047,1079,2176,4596,5292,-1.41613172029013,0.205524497399041,1082,2144,4564,5332,1090,2206,4712,5560,1086,2282,4684,5276,1081,2144,4532,5252,1082,2194,4532,5316,1095,2354,4864,5568,1082,2154,4628,5348,1083,2144,4576,5360,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9748252522144,-16.9871905955381,1086,2282,4684,5276,-1.26589145687564,0.194946803276473,1082,2194,4532,5316,1095,2354,4864,5568,1096,2450,4880,5568,1079,2176,4596,5292,1096,2324,4672,5428,1099,2534,5100,5752,1082,2144,4564,5332,1090,2206,4712,5560,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9749208235566,-16.987786166799,1096,2324,4672,5428,-1.1235833705335,0.196072404641293,1094,2252,4696,5376,1096,2450,4880,5568,1106,2782,5284,6096,1082,2194,4532,5316,1103,2626,5072,5668,1113,2876,5356,6084,1082,2182,4664,5432,1086,2282,4684,5276,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9750101878157,-16.9877417134905,1106,2782,5284,6096,-0.934461559672795,0.195009116877532,1103,2626,5072,5668,1113,2876,5356,6084,1125,2960,5400,6136,1096,2324,4672,5428,1118,2922,5488,6200,1133,2930,5276,5936,1094,2252,4696,5376,1096,2450,4880,5568,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9750995520696,-16.9876972591887,1125,2960,5400,6136,-0.804991837670797,0.194722379826771,1118,2922,5488,6200,1133,2930,5276,5936,1135,2938,5364,6096,1106,2782,5284,6096,1133,3072,5552,6208,1139,2998,5288,5784,1103,2626,5072,5668,1113,2876,5356,6084,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9751951226877,-16.9882928566426,1133,3072,5552,6208,-0.74116816103987,0.197770947910792,1132,2980,5484,6208,1135,2938,5364,6096,1136,2992,5476,6288,1118,2922,5488,6200,1140,2984,5480,6268,1147,2946,5432,6228,1119,2814,5432,6268,1125,2960,5400,6136,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.975284487001,-16.9882484073996,1136,2992,5476,6288,-0.729442452530318,0.20100227905304,1140,2984,5480,6268,1147,2946,5432,6228,1132,2826,5212,6060,1133,3072,5552,6208,1140,2782,5196,6044,1141,2946,5420,6128,1132,2980,5484,6208,1135,2938,5364,6096,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9753738513091,-16.9882039571635,1132,2826,5212,6060,-0.809782887881522,0.211730259530619,1140,2782,5196,6044,1141,2946,5420,6128,1121,2772,5140,5828,1136,2992,5476,6288,1127,2656,5008,5648,1126,2904,5272,5908,1140,2984,5480,6268,1147,2946,5432,6228,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.975469421203,-16.9887995808125,1127,2656,5008,5648,-0.929750000210219,0.202097489386874,1131,2764,5132,5788,1121,2772,5140,5828,1120,2672,5288,6072,1140,2782,5196,6044,1122,2594,4980,5664,1116,2822,5308,6116,1148,2858,5444,6172,1132,2826,5212,6060,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9755587855706,-16.9887551356358,1120,2672,5288,6072,-0.920894885936189,0.205418845105892,1122,2594,4980,5664,1116,2822,5308,6116,1105,2646,5284,6088,1127,2656,5008,5648,1110,2542,5008,5696,1099,2748,5320,6172,1131,2764,5132,5788,1121,2772,5140,5828,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9756481499329,-16.9887106894659,1105,2646,5284,6088,-0.947100823174527,0.203702010150282,1110,2542,5008,5696,1099,2748,5320,6172,1094,2470,4952,5696,1120,2672,5288,6072,1094,2434,4804,5504,1089,2554,5144,5884,1122,2594,4980,5664,1116,2822,5308,6116,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9756543546754,-16.989350779429,1110,2542,5008,5696,-1.02105600314013,0.19957100670126,1120,2582,4940,5664,1105,2646,5284,6088,1094,2434,4804,5504,1122,2594,4980,5664,1099,2546,4908,5552,1094,2470,4952,5696,1133,2750,5220,5796,1120,2672,5288,6072,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9757437191025,-16.9893063393122,1094,2434,4804,5504,-1.05682874229448,0.212738833696617,1099,2546,4908,5552,1094,2470,4952,5696,1092,2308,4680,5452,1110,2542,5008,5696,1079,2490,4848,5540,1096,2228,4604,5280,1120,2582,4940,5664,1105,2646,5284,6088,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9758330835243,-16.9892618982023,1092,2308,4680,5452,-1.19253884557546,0.211871645919423,1079,2490,4848,5540,1096,2228,4604,5280,1079,2336,4796,5484,1094,2434,4804,5504,1078,2488,4836,5616,1092,2252,4516,5108,1099,2546,4908,5552,1094,2470,4952,5696,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9759224479409,-16.9892174560993,1079,2336,4796,5484,-1.21054423524086,0.203078756276156,1078,2488,4836,5616,1092,2252,4516,5108,1081,2334,4796,5564,1092,2308,4680,5452,1084,2422,4772,5472,1094,2296,4740,5572,1079,2490,4848,5540,1096,2228,4604,5280,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9759286519049,-16.9898575681943,1078,2488,4836,5616,-1.17612046800249,0.199316472662501,1093,2592,4912,5708,1079,2336,4796,5484,1084,2422,4772,5472,1079,2490,4848,5540,1090,2524,4840,5532,1081,2334,4796,5564,1100,2572,5000,5720,1092,2308,4680,5452,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9760180163861,-16.989813132145,1084,2422,4772,5472,-1.12777452221878,0.198445939485254,1090,2524,4840,5532,1081,2334,4796,5564,1105,2486,4860,5640,1078,2488,4836,5616,1132,2572,4860,5484,1087,2376,4920,5740,1093,2592,4912,5708,1079,2336,4796,5484,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9761073808621,-16.9897686951027,1105,2486,4860,5640,-1.03190023406754,0.194233184256012,1132,2572,4860,5484,1087,2376,4920,5740,1101,2536,5056,5816,1084,2422,4772,5472,1142,2636,4948,5644,1080,2422,4984,5756,1090,2524,4840,5532,1081,2334,4796,5564,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9761967453329,-16.9897242570673,1101,2536,5056,5816,-0.934785072188506,0.19693784195061,1142,2636,4948,5644,1080,2422,4984,5756,1088,2572,5092,5860,1105,2486,4860,5640,1113,2674,5132,5816,1075,2500,4972,5840,1132,2572,4860,5484,1087,2376,4920,5740,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9762029485183,-16.9903643912956,1142,2636,4948,5644,-0.89408529055814,0.192626854778781,1140,2824,5004,5644,1101,2536,5056,5816,1113,2674,5132,5816,1132,2572,4860,5484,1137,2826,5220,5820,1088,2572,5092,5860,1145,2898,5240,5840,1105,2486,4860,5640,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9762923130538,-16.9903199593144,1113,2674,5132,5816,-0.759326799484909,0.188917395423357,1137,2826,5220,5820,1088,2572,5092,5860,1088,2644,5088,5912,1142,2636,4948,5644,1116,2830,5272,6016,1078,2552,5020,5840,1140,2824,5004,5644,1101,2536,5056,5816,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9763816775841,-16.9902755263403,1088,2644,5088,5912,-0.774318625653932,0.191618174898535,1116,2830,5272,6016,1078,2552,5020,5840,1105,2604,4972,5704,1113,2674,5132,5816,1115,2760,5144,5772,1099,2498,5080,5832,1137,2826,5220,5820,1088,2572,5092,5860,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9764710421091,-16.9902310923732,1105,2604,4972,5704,-0.830895384854552,0.188730319918706,1115,2760,5144,5772,1099,2498,5080,5832,1117,2538,4860,5592,1088,2644,5088,5912,1118,2720,5072,5788,1107,2428,4956,5816,1116,2830,5272,6016,1078,2552,5020,5840,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9764772445158,-16.9908712487363,1115,2760,5144,5772,-0.86669936826007,0.189609262587473,1144,3028,5420,6036,1105,2604,4972,5704,1118,2720,5072,5788,1116,2830,5272,6016,1130,2952,5344,6052,1117,2538,4860,5592,1156,3046,5396,6200,1088,2644,5088,5912,"2021-07-10 16:09:01","2021-07-10 15:59:56"
17,81.9765666091055,-16.9908268208239,1118,2720,5072,5788,-0.843985673033885,0.192801883364013,1130,2952,5344,6052,1117,2538,4860,5592,1118,2638,5080,5720,1115,2760,5144,5772,1119,2768,5240,5996,1114,2468,4828,5456,1144,3028,5420,6036,1105,2604,4972,5704,"2021-07-10 16:09:01","2021-07-10 15:59:56"
19,81.9617514145746,-16.962670508125,1271,3574,5792,6332,-0.576430047438563,0.184427681259458,1271,3574,5792,6332,1254,3458,5688,6228,1245,3442,5732,6316,1193,3358,5528,6020,1245,3442,5732,6316,1243,3340,5656,6272,1193,3358,5528,6020,1185,3304,5476,6048,"2021-07-10 16:09:01","2021-07-10 15:59:56"
19,81.9618470209538,-16.9632648285999,1245,3442,5732,6316,-0.5842231301061,0.18761608211169,1251,3406,5596,6028,1245,3442,5732,6316,1172,3216,5396,6044,1271,3574,5792,6332,1193,3302,5356,5848,1172,3216,5396,6044,1292,3520,5648,6288,1271,3574,5792,6332,"2021-07-10 16:09:01","2021-07-10 15:59:56"
