x_atc,lat_ph,lon_ph,depth,depth_no_refraction,sd
9022912.5,80.74591515863487,-102.93766841011332,-0.447531075508419,-0.6000367665665669,0.2133783938296789
9022915.0,80.74593676655849,-102.93769934542743,-0.45317365157713996,-0.6076021699199203,0.21424515990935492
9022917.5,80.74595837448211,-102.93773028074156,-0.458816227645861,-0.6151675732732738,0.21511192598903092
9022920.0,80.74597997755272,-102.9377612237927,-0.4476552787886762,-0.6002032947447451,0.2099963210656639
9022922.5,80.74600158062333,-102.93779216684383,-0.43649432993149145,-0.5852390162162164,0.20488071614229691
9022925.0,80.74602626399823,-102.93782758490889,-0.45760912917046104,-0.6135491304304308,0.21404028022119426
9022927.5,80.74605094737312,-102.93786300297394,-0.4787239284094307,-0.6418592446446452,0.2231998443000916
9022930.0,80.74607254226419,-102.93789403376721,-0.48865911387969535,-0.6551800549549553,0.2198603417811436
9022932.5,80.74609413715527,-102.93792506456047,-0.49859429934996,-0.6685008652652655,0.2165208392621956
9022935.0,80.7461157140359,-102.93795544945431,-0.5241883355666677,-0.7028166113113117,0.21857512757998346
9022937.5,80.74613729091652,-102.93798583434815,-0.5497823717833752,-0.7371323573573578,0.22062941589777138
9022940.0,80.74615888342103,-102.93801708477342,-0.6131035574320194,-0.8220315779279281,0.209773491302446
9022942.5,80.74618047592556,-102.93804833519869,-0.6764247430806637,-0.9069307984984984,0.19891756670712066
9022945.0,80.74620205691033,-102.93807922218525,-0.7929906322794585,-1.0632189828828826,0.20801158045135448
9022947.5,80.74622363789513,-102.93811010917182,-0.9095565214782534,-1.2195071672672668,0.21710559419558828
9022950.0,80.7462452217529,-102.93814134017481,-1.0554180466415417,-1.4150740959459458,0.21103354956773596
9022952.5,80.74626680561067,-102.9381725711778,-1.20127957180483,-1.6106410246246248,0.20496150493988366
9022955.0,80.74628837070654,-102.93820298408497,-1.2719893953115582,-1.7054467178678678,0.21202681531842715
9022957.5,80.7463099358024,-102.93823339699212,-1.3426992188182865,-1.800252411111111,0.21909212569697062
9022960.0,80.74633151419697,-102.93826453104592,-1.3079728073003531,-1.7536922394894896,0.21621474159623796
9022962.5,80.74635309259153,-102.9382956650997,-1.2732463957824196,-1.7071320678678683,0.2133373574955053
9022965.0,80.74637466200846,-102.93832650821709,-1.2218674282871853,-1.6382446291791797,0.21104579422136024
9022967.5,80.7463962314254,-102.93835735133447,-1.1704884607919512,-1.569357190490491,0.20875423094721518
9022970.0,80.74641780220013,-102.93838830845183,-1.0986543222822382,-1.4730440480980982,0.2079857236693967
9022972.5,80.74643937297486,-102.9384192655692,-1.0268201837725253,-1.3767309057057053,0.20721721639157822
9022975.0,80.74646093925259,-102.93845014219444,-0.9733893089595492,-1.3050923288288288,0.20265733482546797
9022977.5,80.74648250553032,-102.93848101881969,-0.9199584341465732,-1.2334537519519522,0.19809745325935768
9022980.0,80.74650407086344,-102.93851183763883,-0.8785267050061265,-1.177903283733734,0.19646365847104716
9022982.5,80.74652563619654,-102.93854265645795,-0.8370949758656798,-1.1223528155155158,0.1948298636827367
9022985.0,80.74655028190739,-102.93857789503942,-0.8175274648000866,-1.0961172606856855,0.19555044683080283
9022987.5,80.74657492761825,-102.93861313362088,-0.7979599537344935,-1.0698817058558552,0.19627102997886903
9022990.0,80.74659648084639,-102.93864347324399,-0.7779304418268966,-1.0430267136136129,0.1966441858556312
9022992.5,80.74661803407452,-102.93867381286708,-0.7579009299192999,-1.0161717213713706,0.19701734173239333
9022995.0,80.74663960864831,-102.93870509961783,-0.7378714180117034,-0.9893167291291287,0.20036712290400466
9022997.5,80.7466611832221,-102.9387363863686,-0.7178419061041069,-0.9624617368868869,0.20371690407561596
9023000.0,80.74668274837641,-102.9387672499935,-0.6895371894101219,-0.9245115885885884,0.19906590666669616
9023002.5,80.74670431353073,-102.9387981136184,-0.6612324727161368,-0.8865614402902899,0.19441490925777632
9023005.0,80.74672587987223,-102.938828978359,-0.6336195273873643,-0.8495387990990988,0.1956347410704808
9023007.5,80.74674744621373,-102.93885984309958,-0.6060065820585917,-0.8125161579079077,0.19685457288318522
9023010.0,80.74676900317891,-102.93889022206795,-0.5833761494077292,-0.7821739261011009,0.20061773954022732
9023012.5,80.74679056014408,-102.93892060103632,-0.5607457167568668,-0.7518316942942942,0.20438090619726942
9023015.0,80.74681212999815,-102.93895149772422,-0.5195994755734805,-0.6966640001001001,0.2225289061029204
9023017.5,80.7468336998522,-102.93898239441214,-0.47845323439009413,-0.641496305905906,0.24067690600857133
9023020.0,80.74685527026615,-102.93901326376525,-0.46821913167228085,-0.6277747159659661,0.22956172957397547
9023022.5,80.7468768406801,-102.93904413311834,-0.4579850289544676,-0.6140531260260262,0.21844655313937963
9023025.0,80.7468984199158,-102.93907533144454,-0.4497534230738336,-0.6030164261261262,0.20826763775880433
9023027.5,80.7469199991515,-102.93910652977073,-0.44152181719319966,-0.5919797262262261,0.198088722378229
9023030.0,80.74693848358032,-102.93913264072172,-0.4361458568057551,-0.5847717934934935,0.2015497967498985
9023032.5,80.74695696800913,-102.93915875167272,-0.43076989641831065,-0.5775638607607609,0.20501087112156796
