x_atc,lat_ph,lon_ph,depth
8931341.5,79.9387508044141,-107.76557082908712,-0.3047496164413179
8931346.5,79.93880071284121,-107.7656312372056,-0.3102583306900777
8931351.5,79.93883813181026,-107.76567653846269,-0.36285096990966487
8931356.5,79.93890047576011,-107.76575203136008,-0.4686016929732447
8931361.5,79.9389316455194,-107.7657897988321,-0.4777468968612813
8931366.5,79.93896903944051,-107.76583512349087,-0.4905069149174151
8931371.5,79.93901262035621,-107.76588791158686,-0.4390923771276069
8931376.5,79.93906864948124,-107.76595584718676,-0.4316133901015354
8931381.5,79.9390997648018,-107.7659935881806,-0.4118851581467215
8931386.5,79.93915575134162,-107.76606153085967,-0.41099837312969256
8931391.5,79.93919333426693,-107.76610671891665,-0.41888560122333013
8931396.5,79.93923671678552,-107.7661596164665,-0.39396482607869643
8931401.5,79.9392862782839,-107.76622008273591,-0.4546564796771974
8931406.5,79.93931723958438,-107.766257865349,-0.5106307750242091
8931411.5,79.93938535771613,-107.7663410834103,-0.480304849698533
8931416.5,79.9393977611198,-107.76635627661396,-0.4994793880871904
8931421.5,79.93945342555928,-107.76642426364768,-0.5569935851169238
8931426.5,79.93950910245402,-107.7664923435427,-0.5225253769370347
8931431.5,79.93954003388423,-107.76653018690853,-0.4870607648251483
8931436.5,79.93958332777608,-107.76658316220605,-0.5193058942654808
8931441.5,79.93962661669894,-107.76663614827504,-0.5722319287373079
8931446.5,79.93966990269556,-107.7666891466463,-0.5701264322335752
8931451.5,79.9397131943186,-107.76674217290996,-0.5694970220937147
8931456.5,79.93976268663494,-107.7668028352318,-0.5857489767676025
8931461.5,79.9398121359585,-107.76686337957943,-0.6164000287788602
8931466.5,79.93985543084695,-107.76691643552172,-0.5681423461883168
8931471.5,79.93988639727827,-107.76695445228869,-0.5470916275428712
8931476.5,79.93993585392528,-107.767015010739,-0.5016567414479376
8931481.5,79.93997917604835,-107.76706812402438,-0.46614421692324176
8931486.5,79.94002248679202,-107.7671211904298,-0.4003842403140839
8931491.5,79.9400658248519,-107.76717431934188,-0.4279529213303827
8931496.5,79.94010916304383,-107.7672274294112,-0.43416340926721153
8931501.5,79.94015253084339,-107.76728059778384,-0.4186349813558417
8931506.5,79.94019590940701,-107.76733377193972,-0.4382008483678761
8931511.5,79.9402516856117,-107.7674021040576,-0.403826996294099
8931516.5,79.94029514593252,-107.76745544636871,-0.3521616304227915
8931521.5,79.94032612147852,-107.7674933293534,-0.21185543624334893
8931526.5,79.94038201973362,-107.76756188256633,-0.15185264493657813
