x_atc,lat_ph,lon_ph,depth
8928790.5,79.91641215180988,-107.73820734256807,-0.12771602746186536
8928795.5,79.91645567434078,-107.73826072382128,-0.11409929862121954
8928800.5,79.91650541863662,-107.73832176568293,-0.13342350133321704
8928805.5,79.91655522901137,-107.73838302411534,-0.25058481256351034
8928810.5,79.91658628419117,-107.73842110764411,-0.4450346397280291
8928815.5,79.91662982307544,-107.73847462110533,-0.46354392604190253
8928820.5,79.9166733764097,-107.73852819036364,-0.44320091674109985
8928825.5,79.91672315827734,-107.73858945296314,-0.3916801261917642
8928830.5,79.91676670040471,-107.73864302817842,-0.26460506237279363
8928835.5,79.916803925615,-107.73868865378026,-0.18059411469942196
8928840.5,79.91684758232088,-107.73874259954462,-0.1647234239817605
8928845.5,79.91689115038041,-107.73879630213548,-0.1777443079010815
