x_atc,lat_ph,lon_ph,depth
8911195.5,79.76228176362541,-107.55257218561673,-0.15146463147956588
8911200.5,79.76232516419806,-107.55262277686792,-0.16922819474936657
8911205.5,79.76235620069899,-107.55265903723418,-0.21060122621770028
8911210.5,79.76241821393879,-107.55273145837263,-0.2637881415162248
8911215.5,79.76243682827149,-107.55275323226238,-0.3896237567814807
8911220.5,79.76248645968911,-107.5528113229519,-0.398258163820973
8911225.5,79.76254233095355,-107.55287685934069,-0.46177880788185866
8911230.5,79.76259199352059,-107.55293518515076,-0.4984251564668647
8911235.5,79.76263541015287,-107.55298575606557,-0.555240846260074
8911240.5,79.76267893838143,-107.55303740113824,-0.5557671939425866
8911245.5,79.76271626005142,-107.5530817463668,-0.5448517438103305
8911250.5,79.76276602166273,-107.55314093852448,-0.5556470422629218
8911255.5,79.76280335364669,-107.55318540465476,-0.566916028116169
8911260.5,79.76284069125856,-107.55322992361972,-0.4253358948209161
8911265.5,79.76289670492312,-107.55329678974574,-0.2928962179290692
8911270.5,79.76294031913717,-107.55334898294296,-0.1829700217660124
8911275.5,79.76299009810113,-107.55340850006618,-0.14004588496927972
8911280.5,79.76302746387174,-107.55345325966142,-0.13906394354999435
8911285.5,79.7630710653382,-107.55350553327987,-0.13690721042227974
